action,startend,xmin,xmax
0.0,0.0,0.0,0.01
3.0763213632025156e-28,2.4613126394707312e-17,0.01,0.02
1.8859514597867665e-25,1.6502380700355186e-22,0.02,0.03
4.975699472129307e-20,1.6504631675505189e-24,0.03,0.04
2.651278302274223e-27,1.6285862973580366e-31,0.04,0.05
2.8664264422276905e-23,0.0,0.05,0.06
5.493809075197975e-13,5.121234785086793e-16,0.06,0.07
2.357685106691313e-17,7.391882787290138e-13,0.07,0.08
1.3850230061507318e-05,4.4626158300761265e-18,0.08,0.09
6.971654173691709e-15,3.682355809164761e-11,0.09,0.1
2.069844403124647e-24,3.209307068568977e-35,0.1,0.11
4.745321348309517e-06,1.2996756043845014e-22,0.11,0.12
1.5595674057733433e-11,1.6577593964222807e-29,0.12,0.13
7.730193903029543e-18,1.2778977762930412e-30,0.13,0.14
9.441517332832287e-16,2.8877470754267234e-18,0.14,0.15
1.0142868818790524e-17,2.2334203930718388e-10,0.15,0.16
6.691187870279771e-22,2.557051956916524e-21,0.16,0.17
2.9826269627936455e-14,1.7298838177435367e-29,0.17,0.18
1.5878994300000393e-11,5.577932186235854e-16,0.18,0.19
1.0670742935092736e-11,1.7545477061248899e-13,0.19,0.2
0.00027156053693033755,1.1296105107055443e-19,0.2,0.21
1.2969837426268782e-09,4.295425031831425e-14,0.21,0.22
9.194953132229955e-11,2.0988411024332594e-17,0.22,0.23
2.376667929127052e-08,2.401877594876428e-16,0.23,0.24
1.3680718780051393e-07,4.685247212443157e-14,0.24,0.25
3.6538703174215925e-09,1.394991344660923e-10,0.25,0.26
8.372614823670688e-10,8.60364848797389e-17,0.26,0.27
1.0531855249018562e-10,1.8063388562694627e-09,0.27,0.28
2.0443751739770456e-14,8.587164115089578e-15,0.28,0.29
7.741468577293631e-10,1.367850551928099e-14,0.29,0.3
1.7334139556623995e-05,8.738413745987764e-18,0.3,0.31
4.569915859065077e-07,1.9302845237798588e-17,0.31,0.32
6.63255850930208e-15,3.377469430921393e-19,0.32,0.33
3.3949132567656637e-12,3.2867864144605925e-16,0.33,0.34
3.488686759411291e-18,7.700043935798817e-10,0.34,0.35000000000000003
7.008052974850133e-22,8.187376015870995e-13,0.35000000000000003,0.36
2.4584181261902427e-13,2.651049177708552e-17,0.36,0.37
1.7071700833103172e-20,6.802861906605523e-37,0.37,0.38
6.649420394183071e-18,4.8593163817512326e-31,0.38,0.39
1.7393314507963498e-38,6.423719051266236e-29,0.39,0.4
2.3512256584352827e-26,2.8310110052043363e-23,0.4,0.41000000000000003
3.23456202670569e-29,3.4090139635811025e-19,0.41000000000000003,0.42
4.337627601395423e-14,1.1247409128575967e-32,0.42,0.43
2.8444847022095875e-18,0.0,0.43,0.44
1.1541485650829885e-17,9.42080765655666e-28,0.44,0.45
2.385964510611562e-20,4.357245873846513e-37,0.45,0.46
3.900634284991275e-19,9.929764679549389e-36,0.46,0.47000000000000003
7.935918944212972e-08,2.001624750391784e-07,0.47000000000000003,0.48
0.0003603023651521653,0.003109377808868885,0.48,0.49
4.380920927360421e-06,1.2818217088737311e-16,0.49,0.5
4.1795494148955115e-11,1.201868485622981e-06,0.5,0.51
3.04076142667862e-19,1.3037970347795635e-07,0.51,0.52
2.427440115948343e-22,6.688010209377568e-26,0.52,0.53
1.9553284237421073e-24,8.231586330333719e-30,0.53,0.54
5.367460076399766e-08,5.559438543203954e-13,0.54,0.55
1.4682412187091987e-12,1.1398081783964287e-10,0.55,0.56
