action,startend,xmin,xmax
1.4502110925384974e-27,0.999881386756897,0.0,0.01
8.201031948809265e-14,1.137927507213407e-13,0.01,0.02
2.6019884558081685e-07,6.716853481207374e-17,0.02,0.03
3.878909346499704e-11,5.366803748074744e-07,0.03,0.04
0.0,0.0,0.04,0.05
0.0,2.4826617013519336e-32,0.05,0.06
1.8632045323252022e-25,5.566025053535785e-25,0.06,0.07
1.1560704034309697e-16,3.1115199549731637e-33,0.07,0.08
5.339291621761877e-19,1.4815221220487729e-05,0.08,0.09
2.025027015406522e-06,2.2884027828240505e-07,0.09,0.1
1.0496233229632685e-15,4.124682810120254e-21,0.1,0.11
1.2003499227042884e-23,5.104861436501052e-27,0.11,0.12
1.3448613967251277e-12,2.1929206858573735e-19,0.12,0.13
4.073818615779601e-08,5.901011776157575e-22,0.13,0.14
3.4587184326436912e-15,2.6575922414216183e-23,0.14,0.15
6.262144394610786e-14,4.990139178202889e-15,0.15,0.16
6.5855375928176255e-15,2.5212290211129584e-07,0.16,0.17
1.9637340642475465e-09,2.2847082448151923e-08,0.17,0.18
7.701902404733119e-08,1.2329321417546827e-17,0.18,0.19
8.223083046797951e-22,6.527151932709464e-19,0.19,0.2
1.3725458103408528e-08,1.1773342722167273e-17,0.2,0.21
7.1580394944703585e-09,8.411732632067697e-22,0.21,0.22
6.459873702624463e-08,1.3274873821716993e-13,0.22,0.23
1.859536660666749e-14,9.661620481438149e-08,0.23,0.24
6.30764903741636e-14,6.4134175400965e-12,0.24,0.25
2.5425570089815993e-15,0.0,0.25,0.26
1.552680998727593e-23,1.5102926568023022e-31,0.26,0.27
0.0,0.0004144782724324614,0.27,0.28
4.739426336340884e-22,2.2021560963647602e-10,0.28,0.29
1.501889642958613e-28,4.8086111237603466e-14,0.29,0.3
4.0834678657120094e-05,1.0391024326045412e-16,0.3,0.31
3.918849689199533e-09,1.4172007886688596e-20,0.31,0.32
8.349550911779247e-11,1.7019174264332193e-11,0.32,0.33
1.7947556126244755e-16,1.0782454790136953e-10,0.33,0.34
1.0316401954924004e-07,9.572597718943143e-07,0.34,0.35000000000000003
1.1721442928993858e-18,1.7309434966582651e-25,0.35000000000000003,0.36
1.9851335852916208e-11,4.748015723437644e-17,0.36,0.37
8.961542063978811e-10,5.563225435878394e-09,0.37,0.38
3.200004714334903e-12,7.78205626628024e-19,0.38,0.39
0.02927698940038681,5.08013231481641e-09,0.39,0.4
1.5258694702939057e-17,7.780032618143196e-09,0.4,0.41000000000000003
0.0,1.0,0.41000000000000003,0.42
0.0,1.0,0.42,0.43
3.3798607268628086e-30,0.0,0.43,0.44
1.419930696736096e-24,0.0,0.44,0.45
1.2255751968837103e-09,4.629341824429735e-20,0.45,0.46
2.1313656848064333e-31,1.0136904336766062e-11,0.46,0.47000000000000003
6.54385758860249e-26,1.062150216911179e-22,0.47000000000000003,0.48
2.642704306256294e-13,1.0192726078038419e-14,0.48,0.49
1.0386999704792288e-08,1.2939472071593627e-06,0.49,0.5
1.1370477182026661e-07,2.0849843434177724e-20,0.5,0.51
8.351409841456103e-12,5.638710831590288e-09,0.51,0.52
1.747807356743819e-13,9.152564928172069e-09,0.52,0.53
3.7377371882030275e-06,2.6540779990424923e-11,0.53,0.54
7.350313353526872e-07,2.685784971159788e-12,0.54,0.55
0.0,1.0,0.55,0.56
0.0,1.0,0.56,0.5700000000000001
1.0,0.0,0.5700000000000001,0.58
0.9999604225158691,0.0,0.58,0.59
1.0,1.6994103633136472e-37,0.59,0.6
0.0,1.0,0.6,0.61
3.4193626561318524e-06,0.0,0.61,0.62
2.864560531053856e-13,2.8294788387284164e-11,0.62,0.63
3.598226952160825e-30,3.461317023846749e-16,0.63,0.64
2.7898014951229195e-30,2.5061934949208164e-13,0.64,0.65
0.0005724969087168574,9.213036688419754e-21,0.65,0.66
0.0006757664959877729,1.175527451911205e-20,0.66,0.67
8.680234757131748e-23,1.0,0.67,0.68
1.0,3.745040544345102e-08,0.68,0.6900000000000001
1.0,9.16664733792411e-24,0.6900000000000001,0.7000000000000001
0.0,1.0,0.7000000000000001,0.71
0.0,1.0,0.71,0.72
1.0,0.0,0.72,0.73
1.0,6.5448789302243585e-19,0.73,0.74
0.9999872446060181,7.694326810750477e-24,0.74,0.75
8.24289943213933e-15,1.0,0.75,0.76
6.488958871252874e-21,4.6315650251926854e-05,0.76,0.77
2.0833401927033526e-19,3.75663248010345e-18,0.77,0.78
4.031255106747185e-14,1.4554381172129183e-19,0.78,0.79
1.2066747407752588e-18,9.064447352679456e-32,0.79,0.8
2.917236527485382e-15,4.0510491932727216e-29,0.8,0.81
1.1779650321841473e-06,2.9044791460819397e-08,0.81,0.8200000000000001
1.3303706992648118e-15,5.289237371932645e-19,0.8200000000000001,0.8300000000000001
9.324750278466101e-37,0.9999525547027588,0.8300000000000001,0.84
0.0,1.0,0.84,0.85
1.0,3.2451138114778467e-38,0.85,0.86
1.0,4.524106121048825e-27,0.86,0.87
1.0,5.162215290886803e-21,0.87,0.88
0.9999974966049194,8.082922860490251e-15,0.88,0.89
1.0,0.0,0.89,0.9
1.0,6.531843237015974e-24,0.9,0.91
0.9999995231628418,2.9372792044561798e-30,0.91,0.92
1.0,4.035769558428733e-26,0.92,0.93
1.0,7.741912901639827e-17,0.93,0.9400000000000001
2.841548574994494e-16,1.0,0.9400000000000001,0.9500000000000001
1.7081035361877722e-28,0.999997615814209,0.9500000000000001,0.96
7.874625680415193e-07,3.111292966841424e-17,0.96,0.97
1.6997970981007356e-17,2.613952665395275e-33,0.97,0.98
3.3879162595961205e-22,0.0,0.98,0.99
1.010161526661567e-20,6.35622162648708e-22,0.99,1.0
