action,startend,xmin,xmax
0.0,1.0,0.0,0.01
7.463544449137771e-08,8.971460667436633e-25,0.01,0.02
1.6053064162519403e-18,5.186976454204841e-33,0.02,0.03
2.129497580604777e-15,1.214922470126269e-28,0.03,0.04
1.7911781050639668e-24,5.806539712658028e-20,0.04,0.05
6.08647895769614e-20,2.104511590968433e-15,0.05,0.06
3.669666567146512e-14,0.0,0.06,0.07
7.296603481065445e-20,1.0394205391259024e-27,0.07,0.08
4.0215561954391554e-25,2.190405916661961e-25,0.08,0.09
1.7880968032685916e-34,2.0495751112587543e-22,0.09,0.1
4.7981300576157904e-29,2.5146844172704806e-27,0.1,0.11
1.0681274427729833e-29,1.7320563386324928e-14,0.11,0.12
0.0,1.3445881472844753e-14,0.12,0.13
1.158555915735569e-16,4.15227727485593e-29,0.13,0.14
4.255264751673593e-10,5.5192331834942126e-18,0.14,0.15
5.616517501598603e-15,1.0247855992543322e-21,0.15,0.16
1.2057814374124899e-19,1.5444320343160925e-26,0.16,0.17
7.113026176197604e-18,4.66441230258241e-13,0.17,0.18
5.412459716525042e-11,2.66170193389181e-15,0.18,0.19
2.291104317982823e-13,5.604261153041414e-35,0.19,0.2
1.353948755422607e-05,0.0,0.2,0.21
3.0598845520390906e-16,3.3945907055136405e-30,0.21,0.22
2.717873981428198e-10,1.6320847668130356e-12,0.22,0.23
4.57176901206546e-17,2.1427047796222175e-24,0.23,0.24
7.171143058854967e-17,5.143948339413084e-23,0.24,0.25
5.200520457934614e-21,1.0450431320945144e-18,0.25,0.26
3.78040121722014e-15,7.862025613869505e-11,0.26,0.27
3.337843057504841e-10,1.5138429789243735e-12,0.27,0.28
2.769560568296331e-14,3.937176563460543e-31,0.28,0.29
1.717241653503004e-20,2.384739072880393e-10,0.29,0.3
1.1639626286131502e-27,4.329986022511001e-12,0.3,0.31
3.543067969101145e-35,3.419559333999683e-29,0.31,0.32
6.5311699442333676e-24,1.9970777433026168e-22,0.32,0.33
3.794197548704708e-23,3.6215398535346436e-38,0.33,0.34
0.0006701638922095299,0.9993298053741455,0.34,0.35000000000000003
1.0,0.0,0.35000000000000003,0.36
1.0,0.0,0.36,0.37
1.0,3.395880816995598e-18,0.37,0.38
1.0,4.627752732924838e-20,0.38,0.39
0.9999986886978149,1.0805145201314896e-22,0.39,0.4
3.0615509758166544e-33,1.0,0.4,0.41000000000000003
5.8679266658145934e-05,5.5146227140312476e-08,0.41000000000000003,0.42
0.15326708555221558,2.2725425790606173e-17,0.42,0.43
7.696691930168288e-15,1.412817345752826e-13,0.43,0.44
4.9066798837094e-18,4.2970089834427905e-13,0.44,0.45
5.686363520791837e-16,7.775524253627456e-20,0.45,0.46
1.6535139479856298e-08,8.507788346582467e-18,0.46,0.47000000000000003
1.2563678822171187e-24,1.5457146806539986e-14,0.47000000000000003,0.48
2.2744197455868147e-28,1.3967290602977266e-15,0.48,0.49
4.333002625148508e-19,7.016426556514382e-14,0.49,0.5
4.28444764111191e-06,1.3865698811343918e-08,0.5,0.51
1.3159317481486347e-20,1.1059603313180993e-18,0.51,0.52
3.810719914534161e-15,7.241076522463977e-24,0.52,0.53
1.7956450770739707e-09,1.9492267711029854e-07,0.53,0.54
2.3288884425002277e-21,3.9682505803003774e-32,0.54,0.55
2.2127869275326947e-18,9.608114815892392e-29,0.55,0.56
7.303613533834245e-22,1.258025648481402e-34,0.56,0.5700000000000001
4.9259324397255e-10,1.3097190548916935e-32,0.5700000000000001,0.58
1.7258103176794395e-14,8.089403494680443e-19,0.58,0.59
6.0814020849878076e-18,1.4051300389477132e-15,0.59,0.6
3.8280801597199987e-13,2.8991116778342985e-06,0.6,0.61
2.1278609919755172e-19,1.0,0.61,0.62
1.0,4.85807435386909e-16,0.62,0.63
1.0,9.79783762396257e-15,0.63,0.64
1.0,7.283263991908484e-10,0.64,0.65
1.0,8.586045819840966e-16,0.65,0.66
1.0,0.0,0.66,0.67
0.0,1.0,0.67,0.68
0.0,1.0,0.68,0.6900000000000001
4.557997050436493e-16,1.1356955097854258e-18,0.6900000000000001,0.7000000000000001
8.349454482838026e-15,3.3966908875426166e-14,0.7000000000000001,0.71
3.16043702319746e-09,8.931179770353334e-15,0.71,0.72
9.594912642185704e-10,1.0,0.72,0.73
2.9513618967434816e-17,1.0,0.73,0.74
1.0,1.2383115586671887e-15,0.74,0.75
1.0,1.4445192597634104e-08,0.75,0.76
1.0,2.834794152657705e-30,0.76,0.77
1.0,4.0067132838382676e-20,0.77,0.78
1.0,9.183126839449404e-25,0.78,0.79
1.0,0.0,0.79,0.8
1.0,0.0,0.8,0.81
1.0,1.2343260094582753e-12,0.81,0.8200000000000001
1.514951778482543e-35,1.0,0.8200000000000001,0.8300000000000001
1.4772456532769623e-13,0.9999920129776001,0.8300000000000001,0.84
0.005588822532445192,0.0,0.84,0.85
8.180307508985499e-16,1.4690364697839141e-35,0.85,0.86
1.2078871775269342e-20,1.3203090929891914e-05,0.86,0.87
7.542320545894654e-09,4.949000538657872e-38,0.87,0.88
1.299600210789466e-18,1.2516145922686437e-14,0.88,0.89
1.0733278332018579e-20,1.8750155594826623e-10,0.89,0.9
2.988271357420088e-17,1.4033369188094015e-28,0.9,0.91
1.0433919881092371e-22,0.0,0.91,0.92
5.74254876507167e-35,0.0,0.92,0.93
0.0,0.0,0.93,0.9400000000000001
0.0,0.0,0.9400000000000001,0.9500000000000001
0.9892347455024719,0.0,0.9500000000000001,0.96
2.5822444989756293e-28,2.0928889860310357e-13,0.96,0.97
5.231912874535368e-16,2.1230687112736966e-27,0.97,0.98
1.486059542158413e-18,7.256445646429002e-33,0.98,0.99
8.45032043834377e-31,0.0,0.99,1.0
