action,startend,xmin,xmax
8.716252793907245e-27,0.0,0.0,0.01
4.2454098644663385e-16,6.517735127060822e-30,0.01,0.02
1.2837984841862493e-10,3.247881347548387e-12,0.02,0.03
3.0836761638099175e-13,4.4388177578014165e-09,0.03,0.04
4.047703689180753e-18,1.263612290358651e-07,0.04,0.05
1.5822683163690954e-09,1.9119957528346276e-07,0.05,0.06
5.753268396802014e-06,4.233409562409241e-20,0.06,0.07
0.00022739080304745585,2.486549135483074e-07,0.07,0.08
7.631892895432202e-10,5.782327505698959e-08,0.08,0.09
2.0164532543276437e-05,0.0006595170707441866,0.09,0.1
1.2117017458845858e-12,2.0489966553341739e-22,0.1,0.11
2.7003991039257107e-17,2.478101077144331e-32,0.11,0.12
1.3239429108580225e-08,0.028923967853188515,0.12,0.13
4.599978167471597e-13,5.442207882261352e-12,0.13,0.14
8.655328675999385e-10,2.1334031667031078e-20,0.14,0.15
3.793402325927547e-15,4.050001223276922e-09,0.15,0.16
1.0846577703320088e-15,8.96469209976658e-09,0.16,0.17
6.144654432852088e-22,2.643676847781112e-17,0.17,0.18
0.0,1.0,0.18,0.19
0.0,1.0,0.19,0.2
1.0,0.0,0.2,0.21
1.0,0.0,0.21,0.22
1.0,4.151506532551244e-19,0.22,0.23
6.894489659553251e-20,1.0,0.23,0.24
5.441495518065942e-11,9.316045179730281e-06,0.24,0.25
4.4697512358027325e-09,9.299619407876492e-10,0.25,0.26
1.7184282425850017e-12,1.6561270241032845e-16,0.26,0.27
3.101021661677805e-10,2.539416422571417e-15,0.27,0.28
2.8204028001965753e-09,3.0652067550818174e-08,0.28,0.29
3.892971472393763e-15,3.7523864495226517e-14,0.29,0.3
8.56973519924864e-12,9.401943223963372e-09,0.3,0.31
2.1037219539721264e-06,2.955493405822833e-15,0.31,0.32
7.530537260436176e-08,4.6923229762834285e-17,0.32,0.33
5.549934426959946e-13,3.2463856602937824e-10,0.33,0.34
2.6699934096541256e-05,2.2187711656742096e-18,0.34,0.35000000000000003
0.0003141422348562628,1.8730758828073716e-36,0.35000000000000003,0.36
0.02097233384847641,7.977008920079243e-08,0.36,0.37
5.65135282443774e-23,2.94405623435523e-07,0.37,0.38
2.2583809280128653e-14,1.5546991856704609e-34,0.38,0.39
2.6964324870148992e-12,1.7995929441671703e-19,0.39,0.4
4.255582973684835e-13,2.625988219038931e-16,0.4,0.41000000000000003
1.0463558282630804e-25,2.914298793607606e-12,0.41000000000000003,0.42
2.544029875650722e-09,4.232588909078901e-15,0.42,0.43
2.6945722311211284e-06,2.0292821302154223e-20,0.43,0.44
2.395242060249103e-10,1.9754512793581638e-24,0.44,0.45
1.7877406911608051e-13,4.508899375719884e-24,0.45,0.46
2.460856361350891e-14,7.90512688615287e-17,0.46,0.47000000000000003
3.2694436266237975e-15,1.5937871197210422e-17,0.47000000000000003,0.48
4.624870972302908e-11,6.070086680077403e-27,0.48,0.49
1.7979951414164476e-18,5.052895900869923e-36,0.49,0.5
1.4407821709028212e-06,4.6099089558993e-06,0.5,0.51
1.2783069713862005e-08,9.930090527632274e-09,0.51,0.52
9.659773756108628e-24,1.1341093513789706e-21,0.52,0.53
1.6364725355918333e-21,2.6265289500123684e-24,0.53,0.54
1.1466741618726406e-11,4.703267289518642e-12,0.54,0.55
6.388617933283935e-13,2.2542506598367817e-13,0.55,0.56
9.069169415454326e-09,1.7306518884652178e-07,0.56,0.5700000000000001
1.195265217232783e-14,1.731147343531081e-11,0.5700000000000001,0.58
3.051297279080267e-14,4.3309363206844864e-08,0.58,0.59
1.8106251553943666e-18,4.522479667232876e-14,0.59,0.6
1.7737030388543884e-17,5.810498634431678e-15,0.6,0.61
4.083950743622827e-18,1.1657551590715798e-09,0.61,0.62
1.7481976977151703e-09,4.427211093490257e-23,0.62,0.63
0.0006315350183285773,2.8387654089770604e-33,0.63,0.64
6.45753434440547e-19,2.939287402482331e-22,0.64,0.65
6.4974388716554365e-12,2.1660625106300875e-15,0.65,0.66
7.670558233030533e-08,2.8384540269425773e-13,0.66,0.67
2.19238040663643e-16,3.686718031553626e-12,0.67,0.68
2.701356249801279e-09,6.018664180373889e-07,0.68,0.6900000000000001
1.8833759053353647e-16,1.7183585896418663e-06,0.6900000000000001,0.7000000000000001
4.943017106739944e-09,2.5783466073986405e-13,0.7000000000000001,0.71
1.1893587677225259e-11,1.1751618477739793e-18,0.71,0.72
2.278849038726133e-13,7.57128040818067e-12,0.72,0.73
8.672893674933901e-14,1.6099060973218116e-10,0.73,0.74
1.1500977961986791e-05,0.00013543009117711335,0.74,0.75
5.0457561739936097e-11,2.8391424766738282e-09,0.75,0.76
0.02092891000211239,3.732470474915317e-07,0.76,0.77
0.00028891011606901884,1.2525238821375212e-13,0.77,0.78
1.4431070921583355e-11,1.9639595939119348e-12,0.78,0.79
3.6401271330532836e-08,5.70712366254611e-10,0.79,0.8
4.676430762629025e-05,9.923429855618338e-10,0.8,0.81
0.07391557842493057,5.5548621702428136e-08,0.81,0.8200000000000001
9.882854101306293e-06,7.1446221131693e-15,0.8200000000000001,0.8300000000000001
6.720928240611102e-07,1.0384563209342446e-09,0.8300000000000001,0.84
4.02604705129761e-09,1.8751896391222544e-07,0.84,0.85
6.941829381289233e-14,0.0,0.85,0.86
0.0,4.198865821137211e-30,0.86,0.87
0.0,0.0,0.87,0.88
1.8409617671007598e-27,2.9547503191736265e-26,0.88,0.89
2.796389423081205e-35,3.157478845354438e-35,0.89,0.9
4.1166219738597576e-12,9.342917473986745e-05,0.9,0.91
0.10843177884817123,1.0629791177052539e-05,0.91,0.92
0.0003201703366357833,6.546906707082314e-14,0.92,0.93
6.510156319193203e-15,1.4922234281566915e-10,0.93,0.9400000000000001
0.0,7.316041279372616e-17,0.9400000000000001,0.9500000000000001
0.0,4.215032498387573e-27,0.9500000000000001,0.96
5.427907012744981e-07,1.189929884275425e-26,0.96,0.97
4.102852926735068e-06,7.451619765674877e-09,0.97,0.98
4.397633865322456e-19,6.436157946154708e-06,0.98,0.99
1.0799092627840434e-31,0.0,0.99,1.0
