action,startend,xmin,xmax
2.618340518734578e-28,3.3244444549865133e-28,0.0,0.01
1.6995784449047614e-30,1.029583043044368e-26,0.01,0.02
2.6888211709236165e-12,4.9422074895419e-16,0.02,0.03
7.3017534241159865e-09,6.884023340839237e-22,0.03,0.04
1.4247132119893369e-13,2.7735339358514466e-08,0.04,0.05
1.2682821254398876e-15,1.4402233572408107e-10,0.05,0.06
0.0,7.841727264144274e-16,0.06,0.07
3.545033822690777e-32,0.0,0.07,0.08
3.8028609769380264e-24,2.614787599288032e-35,0.08,0.09
4.4948277488482616e-27,2.3880152344561543e-26,0.09,0.1
2.366734186409758e-08,7.034314150648895e-18,0.1,0.11
0.0,1.0,0.11,0.12
0.0,1.0,0.12,0.13
1.0,0.0,0.13,0.14
0.9999843835830688,5.3185092904828506e-20,0.14,0.15
0.9999581575393677,1.8013884099970688e-16,0.15,0.16
8.246761495911414e-08,0.9943506717681885,0.16,0.17
3.967857672201175e-13,2.5988821059356093e-16,0.17,0.18
6.150658140743998e-37,2.783794524583238e-23,0.18,0.19
1.1736816759703878e-36,2.984390051421799e-22,0.19,0.2
2.2320773858272576e-30,2.331440706664673e-20,0.2,0.21
8.115833005639672e-11,1.1834373338606187e-14,0.21,0.22
2.710246498034586e-23,1.862467902884017e-15,0.22,0.23
1.8342221425851702e-23,3.3744360194987166e-08,0.23,0.24
2.7843678686891525e-23,0.0,0.24,0.25
1.0816570972238537e-09,0.0,0.25,0.26
7.223235410410561e-14,1.220791611904242e-18,0.26,0.27
1.5972294953778913e-35,1.3568127871278848e-21,0.27,0.28
0.0,0.0,0.28,0.29
7.360314829784929e-35,9.840108589065366e-11,0.29,0.3
4.9505310758326675e-30,4.823749382439513e-22,0.3,0.31
2.431195467167413e-09,2.7568081151230217e-09,0.31,0.32
2.667447697186215e-13,3.2558030080412142e-15,0.32,0.33
1.5054443626492768e-15,5.49292078327586e-16,0.33,0.34
7.103210023868437e-18,2.0113225592411493e-13,0.34,0.35000000000000003
1.0380343286320315e-11,2.031429455930434e-16,0.35000000000000003,0.36
3.549615862280879e-20,3.231908305890912e-30,0.36,0.37
3.337411680348623e-09,0.0,0.37,0.38
6.360261242989567e-33,2.4855417075751996e-25,0.38,0.39
1.5817876034855263e-18,1.0399374218020768e-17,0.39,0.4
2.1216916824428614e-35,3.982165997695779e-27,0.4,0.41000000000000003
6.162660451010761e-29,0.0,0.41000000000000003,0.42
1.9588472079741688e-14,0.0,0.42,0.43
2.1536911283191633e-19,2.768253701899465e-27,0.43,0.44
3.3696138550989423e-37,2.32924738261314e-33,0.44,0.45
0.0,0.0,0.45,0.46
1.3866356175594298e-32,0.0,0.46,0.47000000000000003
1.4527363687011352e-12,4.74045677800972e-22,0.47000000000000003,0.48
1.3812049469189447e-22,2.9358753850213897e-33,0.48,0.49
0.0,2.9910142222458273e-28,0.49,0.5
1.7028476610551901e-13,0.0,0.5,0.51
0.01360049657523632,2.2116273257211105e-08,0.51,0.52
6.358496340536741e-16,7.56087553677176e-12,0.52,0.53
3.1261724131921805e-21,7.045278842077088e-31,0.53,0.54
7.968726139775323e-35,0.0,0.54,0.55
1.3918981402319598e-17,1.019708646145099e-28,0.55,0.56
4.378895755507983e-05,5.239412015356493e-09,0.56,0.5700000000000001
7.984648618730716e-06,0.0,0.5700000000000001,0.58
2.3218928775090516e-18,5.370593441737236e-23,0.58,0.59
0.0,0.0,0.59,0.6
0.0,0.0,0.6,0.61
5.489887764615144e-22,3.396173373976152e-21,0.61,0.62
5.620535614969321e-19,1.9098461724024489e-29,0.62,0.63
1.085352506924961e-31,0.0,0.63,0.64
1.5190721200725997e-20,2.6774254064916916e-15,0.64,0.65
1.4403709995558511e-11,2.6971067157433026e-08,0.65,0.66
0.0,1.0,0.66,0.67
0.0,1.0,0.67,0.68
6.097754281509679e-26,0.0,0.68,0.6900000000000001
5.034928637209779e-12,0.0,0.6900000000000001,0.7000000000000001
3.492847886635978e-22,0.0,0.7000000000000001,0.71
3.2276701315386835e-30,3.0111463673923776e-24,0.71,0.72
4.949652330121836e-19,2.9747238202771354e-33,0.72,0.73
2.704563240030211e-10,8.051338095448687e-30,0.73,0.74
7.026181982950522e-20,3.389845184038015e-28,0.74,0.75
2.8471972859320903e-19,0.0,0.75,0.76
2.056149731992969e-18,9.177605375965883e-30,0.76,0.77
1.1952630551981258e-10,1.655824972292911e-22,0.77,0.78
4.735427161506323e-09,1.7548605196274756e-15,0.78,0.79
0.5497474074363708,0.4502521753311157,0.79,0.8
1.0,1.4011886095843806e-10,0.8,0.81
1.0,7.620078179559897e-11,0.81,0.8200000000000001
1.0,7.376992326052899e-25,0.8200000000000001,0.8300000000000001
1.0,1.941779369818243e-30,0.8300000000000001,0.84
0.0,1.0,0.84,0.85
0.0,1.0,0.85,0.86
2.775728376036568e-07,7.029346933676851e-34,0.86,0.87
1.5448618990496412e-19,2.6787738829437205e-15,0.87,0.88
1.6493330681245644e-13,4.615664106455335e-25,0.88,0.89
1.6400825145596435e-31,1.0,0.89,0.9
2.728297865406404e-10,1.0,0.9,0.91
1.0,0.0,0.91,0.92
1.0,5.0338758600919855e-18,0.92,0.93
1.0,2.2766083723063657e-12,0.93,0.9400000000000001
1.0,1.2728292162757647e-21,0.9400000000000001,0.9500000000000001
1.0,3.333467833517536e-24,0.9500000000000001,0.96
1.0,0.0,0.96,0.97
1.0,0.0,0.97,0.98
1.0,0.0,0.98,0.99
1.0328462028935984e-37,1.0,0.99,1.0
