action,startend,xmin,xmax
1.0,0.0,0.0,0.01
1.0,2.581065213552082e-26,0.01,0.02
2.4251111626804092e-18,0.9999994039535522,0.02,0.03
4.332372918725014e-05,2.3095751657820074e-06,0.03,0.04
2.807154682316071e-11,9.368730563476951e-14,0.04,0.05
1.876594744848104e-16,1.4592967459425843e-11,0.05,0.06
5.600028440966298e-09,9.66094830801012e-06,0.06,0.07
2.2294343021006524e-12,2.5323013584192202e-34,0.07,0.08
6.756648832072574e-36,0.0,0.08,0.09
6.913388908917143e-23,2.6340467314908565e-37,0.09,0.1
5.26339075017699e-35,1.775605522752174e-32,0.1,0.11
7.432746748342809e-34,2.1648169857203217e-36,0.11,0.12
5.243097446412577e-25,3.112353806584599e-31,0.12,0.13
4.2747310004904657e-14,2.2052823599473434e-37,0.13,0.14
8.036355450739713e-17,0.0,0.14,0.15
1.6847330515328864e-21,0.0,0.15,0.16
2.038010392002264e-32,0.0,0.16,0.17
1.0594731676324668e-26,0.0,0.17,0.18
3.8973461170150206e-27,1.4052439505662095e-28,0.18,0.19
0.0,1.8151154934350395e-38,0.19,0.2
3.3877157025578055e-26,0.0,0.2,0.21
3.5031968103303723e-14,3.565973139174265e-18,0.21,0.22
6.317967054781542e-18,9.65706437172956e-28,0.22,0.23
2.2447587747485322e-14,1.510626020529656e-17,0.23,0.24
2.3852999575524336e-09,1.5737962157235546e-16,0.24,0.25
2.6618140987686163e-22,1.4542896401015248e-11,0.25,0.26
1.0702708858056909e-10,8.515576769037537e-19,0.26,0.27
3.53910545922815e-15,1.4632747791232248e-10,0.27,0.28
3.278381518283225e-15,1.292771798944159e-06,0.28,0.29
5.833860544270781e-16,1.1181690412127766e-26,0.29,0.3
7.853506645005837e-07,0.0,0.3,0.31
9.29187731599679e-16,9.509363782522762e-12,0.31,0.32
1.3337918292588215e-28,1.8907075810704345e-23,0.32,0.33
1.4623531496444904e-15,3.6768695858786564e-25,0.33,0.34
2.2003966099822143e-14,6.910931228735996e-17,0.34,0.35000000000000003
3.776679472354646e-24,2.4618951625574037e-13,0.35000000000000003,0.36
1.0071735667693815e-09,4.522601517301226e-21,0.36,0.37
1.5287822396903294e-10,7.157510435735561e-23,0.37,0.38
1.4795375591347693e-07,6.867094823630997e-25,0.38,0.39
2.378420235012082e-14,8.068126800168773e-37,0.39,0.4
3.202392022063114e-16,2.3116865409747445e-13,0.4,0.41000000000000003
8.450281585581365e-10,1.1292878970049107e-27,0.41000000000000003,0.42
5.240308733971338e-21,1.1966451758480534e-18,0.42,0.43
1.7360656315678444e-28,2.0775492075859406e-24,0.43,0.44
7.65008328050113e-17,2.8391755592532017e-16,0.44,0.45
2.941238919085265e-11,8.175014554190341e-10,0.45,0.46
7.131602920846137e-20,1.4913657864212837e-08,0.46,0.47000000000000003
8.015256885727568e-18,0.0,0.47000000000000003,0.48
1.1714050793906861e-21,7.661692615785011e-28,0.48,0.49
8.05125314562536e-15,5.63239045732189e-05,0.49,0.5
2.493836177563935e-07,1.1183265822822274e-26,0.5,0.51
3.7741131834329034e-14,6.155522689450176e-20,0.51,0.52
3.390685627234491e-13,2.5758250241959824e-13,0.52,0.53
3.64443548852688e-15,4.412968471548262e-13,0.53,0.54
0.00019165703270118684,1.2487705994972067e-22,0.54,0.55
1.0489674653522095e-14,7.072644294140502e-29,0.55,0.56
5.437781040579272e-22,1.2307425119551936e-17,0.56,0.5700000000000001
2.2669483565779212e-17,4.3587042036703296e-24,0.5700000000000001,0.58
7.921300421154243e-11,4.771085038504378e-20,0.58,0.59
1.143821322380223e-11,2.5080990699653096e-30,0.59,0.6
0.0,2.287788431543607e-33,0.6,0.61
0.0,1.200933357229902e-35,0.61,0.62
2.8806991260308572e-15,4.7600646541180843e-29,0.62,0.63
