action,startend,xmin,xmax
0.0,0.0,0.0,0.01
3.3387151143919366e-29,3.4408490867752356e-14,0.01,0.02
8.757824366241934e-17,5.894287280483468e-10,0.02,0.03
8.248333571714284e-09,4.156838068203328e-12,0.03,0.04
8.822251333336431e-14,2.379885683074532e-18,0.04,0.05
1.2555706419758957e-27,9.072974169640499e-21,0.05,0.06
1.1131496081612149e-14,5.58375287274718e-28,0.06,0.07
0.0002279669715790078,0.0,0.07,0.08
5.544831528320585e-18,6.668363683240542e-20,0.08,0.09
2.1582692569439323e-14,3.173105875275972e-11,0.09,0.1
5.141171480115127e-32,0.0012289374135434628,0.1,0.11
1.1556232730188056e-19,8.642300960554567e-24,0.11,0.12
3.635931525890631e-18,1.552114052326854e-36,0.12,0.13
8.916228644295643e-09,9.374736643762623e-29,0.13,0.14
1.4534549779010586e-11,0.0,0.14,0.15
9.683763461791096e-15,4.3565154196796574e-14,0.15,0.16
2.5658400295624465e-29,1.728994357108604e-05,0.16,0.17
2.226903150813822e-14,1.196269374791753e-13,0.17,0.18
3.796726337984201e-18,7.925458927375909e-14,0.18,0.19
4.054983946844004e-05,1.6439631167486368e-07,0.19,0.2
0.0001685890747467056,4.3302699204161854e-09,0.2,0.21
1.3400328090051902e-30,1.0,0.21,0.22
0.0,1.0,0.22,0.23
6.443231696911961e-21,1.0,0.23,0.24
2.3820295069754138e-08,0.9969479441642761,0.24,0.25
0.8935065865516663,6.813299933128292e-07,0.25,0.26
0.9999992847442627,1.1043603369027127e-13,0.26,0.27
1.0,9.522670552461735e-34,0.27,0.28
1.0,2.866533963969072e-24,0.28,0.29
1.0,1.310853814687442e-24,0.29,0.3
1.0,1.5374714153482859e-27,0.3,0.31
1.0,9.03587867345919e-21,0.31,0.32
1.0,1.2672392737299546e-27,0.32,0.33
1.0,2.8614186544853444e-33,0.33,0.34
0.0,1.0,0.34,0.35000000000000003
0.0,1.0,0.35000000000000003,0.36
6.359791708022977e-13,0.0,0.36,0.37
1.6600045782411144e-08,9.962464544825106e-22,0.37,0.38
3.0715261477405426e-20,1.0141703326349022e-33,0.38,0.39
1.8402288410956187e-15,1.7828069103529877e-24,0.39,0.4
1.0533605779103423e-17,5.9358600697994086e-18,0.4,0.41000000000000003
3.155824482929088e-23,3.266422088047374e-18,0.41000000000000003,0.42
8.712572954523853e-17,4.099344856063847e-16,0.42,0.43
2.916775738253353e-18,4.704858325256355e-22,0.43,0.44
1.0088916170131906e-18,1.4524373902939115e-19,0.44,0.45
4.152847530675401e-29,0.0,0.45,0.46
5.8989548961108085e-06,4.051347486719186e-30,0.46,0.47000000000000003
