action,startend,xmin,xmax
5.42354620331674e-23,6.136310598746874e-16,0.0,0.01
4.6885958657205684e-12,1.0150214869997232e-11,0.01,0.02
6.025410692545236e-16,2.2771023890262587e-13,0.02,0.03
2.518026412379193e-11,1.7291197732288093e-20,0.03,0.04
2.8442299107285865e-14,1.9273146634191107e-08,0.04,0.05
2.252478340235013e-22,1.128329197596942e-17,0.05,0.06
5.00103049250189e-11,6.18651972262749e-37,0.06,0.07
4.7765532064165395e-18,2.3445002802546034e-25,0.07,0.08
1.0104528769261378e-08,6.45197279555697e-18,0.08,0.09
4.838651146421569e-10,2.007937592708377e-17,0.09,0.1
1.8899634906719202e-32,9.11240023412803e-31,0.1,0.11
5.283528801883889e-27,6.210036305416246e-25,0.11,0.12
2.3180974006273827e-17,2.9204736906949314e-32,0.12,0.13
2.695635847436807e-23,3.584037884873022e-21,0.13,0.14
1.3177103722408767e-12,2.108937370142179e-32,0.14,0.15
0.0,1.0,0.15,0.16
0.0,1.0,0.16,0.17
0.6821677088737488,1.0001996679395301e-29,0.17,0.18
1.0,0.0,0.18,0.19
1.0,8.149104618883413e-30,0.19,0.2
1.2658284793617969e-12,0.9999998807907104,0.2,0.21
0.0001501361548434943,8.897860253682873e-18,0.21,0.22
2.664574242468284e-17,8.669391701916773e-13,0.22,0.23
3.6584041206182876e-16,1.0717723236686183e-10,0.23,0.24
3.3667351014948473e-15,7.73045724655752e-11,0.24,0.25
1.5510640878346749e-06,1.3010330778619487e-16,0.25,0.26
1.490897821865289e-10,3.4036813607970365e-22,0.26,0.27
7.86020171446838e-17,1.1572430474816035e-25,0.27,0.28
1.9559668554963716e-12,3.998726263304553e-13,0.28,0.29
6.1223706860571e-25,1.3198496183236715e-14,0.29,0.3
1.5336479308736273e-10,2.493526909253152e-19,0.3,0.31
3.492903018546922e-21,1.6886658087481021e-12,0.31,0.32
2.74413037004706e-06,2.873493575709414e-21,0.32,0.33
3.81633906334361e-13,1.0,0.33,0.34
0.36734527349472046,1.457624563272475e-07,0.34,0.35000000000000003
1.0,2.709689243818314e-11,0.35000000000000003,0.36
1.0,6.157969042624117e-34,0.36,0.37
3.6232128839237114e-30,1.0,0.37,0.38
1.904592465962196e-07,9.65210578129927e-10,0.38,0.39
0.9835785627365112,0.0001578180817887187,0.39,0.4
1.1266829923726757e-15,1.2511795773227576e-15,0.4,0.41000000000000003
6.416972508915819e-10,5.929736562881871e-11,0.41000000000000003,0.42
1.386343538537824e-26,1.5806865390504614e-22,0.42,0.43
0.0,0.0014998818514868617,0.43,0.44
2.5799024375161572e-12,1.3019886549991361e-23,0.44,0.45
7.53103904571617e-07,0.0,0.45,0.46
1.7090491132521412e-17,9.733698291825021e-09,0.46,0.47000000000000003
1.8880447887841434e-19,1.0112165197941536e-15,0.47000000000000003,0.48
1.2440385008769955e-26,2.782015937063953e-12,0.48,0.49
0.0001517918281024322,8.771084969438903e-10,0.49,0.5
5.1646052018350375e-11,2.060918724566818e-08,0.5,0.51
9.349728458118989e-08,9.302812442069467e-21,0.51,0.52
1.2030498125481515e-12,1.6297502236639616e-10,0.52,0.53
8.385775467374527e-16,1.0347307055775811e-23,0.53,0.54
5.635725792531498e-30,6.892486186758336e-29,0.54,0.55
6.055938528426452e-10,8.851182675439036e-27,0.55,0.56
5.283711246306666e-08,3.8300393412349365e-10,0.56,0.5700000000000001
2.82228111954183e-20,6.990573341417616e-27,0.5700000000000001,0.58
2.71492903803333e-19,5.2841174706468715e-33,0.58,0.59
1.0046649761146375e-22,0.0,0.59,0.6
1.0734574915098942e-30,6.3890397547572125e-22,0.6,0.61
1.071534570831045e-30,1.7873116097764408e-35,0.61,0.62
0.0,7.566370150317571e-35,0.62,0.63
4.474846093671658e-08,4.209869960774236e-14,0.63,0.64
0.013753078877925873,0.0,0.64,0.65
6.395705298700705e-08,5.76138470265164e-09,0.65,0.66
3.336393605835042e-09,9.311017668683919e-13,0.66,0.67
5.658628765559115e-07,2.151212644485026e-24,0.67,0.68
3.782944010127798e-13,3.134208448092817e-36,0.68,0.6900000000000001
2.8138073163642327e-37,4.211545886349757e-19,0.6900000000000001,0.7000000000000001
1.112389734904233e-14,8.940610289585703e-25,0.7000000000000001,0.71
1.0300048574468645e-12,4.606798831296999e-10,0.71,0.72
8.251278891917291e-13,0.9864967465400696,0.72,0.73
2.326962460688236e-20,7.368858870794689e-19,0.73,0.74
4.372556540884416e-18,1.2416584366517217e-26,0.74,0.75
5.971681371619297e-09,1.3587346308838177e-13,0.75,0.76
5.76750324202905e-15,8.303812197818458e-37,0.76,0.77
2.1754377466098873e-10,1.4875138398262057e-15,0.77,0.78
3.293637898846519e-32,2.509350762289934e-24,0.78,0.79
8.195946699096623e-11,1.4584252028271294e-08,0.79,0.8
4.371839531813748e-05,5.9107996173643224e-15,0.8,0.81
1.6097510694215722e-12,7.39100740717762e-21,0.81,0.8200000000000001
9.353374058960162e-22,2.7731429534203544e-30,0.8200000000000001,0.8300000000000001
2.933832782834114e-14,5.560125138082128e-10,0.8300000000000001,0.84
2.3041074934506203e-16,1.9771570490707413e-22,0.84,0.85
8.664260281454617e-11,4.784477122213998e-14,0.85,0.86
1.3742483710789816e-27,9.336938167070485e-11,0.86,0.87
6.609009726127712e-18,8.775722898720769e-23,0.87,0.88
1.4415220128682904e-08,5.47950484985904e-09,0.88,0.89
6.722162826378053e-09,1.896166279546918e-10,0.89,0.9
1.5295487401090213e-06,5.61035713685234e-17,0.9,0.91
9.191410314606484e-15,5.750688814032401e-10,0.91,0.92
1.776108658746705e-15,3.41683735314291e-05,0.92,0.93
8.18633146872777e-24,5.552993628578808e-36,0.93,0.9400000000000001
2.774270615191199e-05,3.9170450683305245e-35,0.9400000000000001,0.9500000000000001
6.466339073085692e-07,5.987230703623572e-14,0.9500000000000001,0.96
2.2735656673295024e-12,2.308567900399794e-06,0.96,0.97
6.956216852538333e-12,2.4186436273915257e-12,0.97,0.98
0.0007535606273449957,4.804579988085245e-16,0.98,0.99
1.2389334850487624e-33,0.0,0.99,1.0
