action,startend,xmin,xmax
5.308355001832013e-28,2.987449015814118e-18,0.0,0.01
6.545253746439422e-19,7.796661696009703e-30,0.01,0.02
2.1433085861666257e-10,1.856755914899763e-24,0.02,0.03
7.359148401775428e-09,3.1299222769121116e-08,0.03,0.04
3.1536880312071913e-12,1.1405665474584215e-11,0.04,0.05
4.2875430983357887e-10,1.1412136129727572e-36,0.05,0.06
9.722517760226822e-15,8.697884426589475e-12,0.06,0.07
2.3714281038156495e-20,1.578072088950659e-29,0.07,0.08
4.736670279591989e-18,1.0091939321710524e-14,0.08,0.09
1.310126323834232e-13,2.5744784082348815e-10,0.09,0.1
8.768402670611408e-10,1.5442685860343162e-24,0.1,0.11
6.954854736520219e-26,2.702178824372649e-19,0.11,0.12
3.177521376375159e-22,4.034706562107225e-19,0.12,0.13
3.277179569383115e-11,5.296613671615157e-24,0.13,0.14
2.143106492269453e-08,5.081966654565655e-22,0.14,0.15
1.4405152626295603e-09,1.792648518517126e-08,0.15,0.16
3.010672267045322e-11,1.683271306628792e-14,0.16,0.17
1.9352841090899269e-25,4.45529959953783e-16,0.17,0.18
1.5075544979037403e-10,6.607513675495269e-28,0.18,0.19
1.7636787678831033e-15,1.4376475270666544e-12,0.19,0.2
8.797713635887421e-15,4.0399571708815696e-12,0.2,0.21
4.306470978432397e-12,1.033874862891443e-15,0.21,0.22
1.3250219588201162e-08,1.131801620768325e-28,0.22,0.23
2.51708298648623e-09,2.0287020674469858e-10,0.23,0.24
1.5572550182696432e-07,1.216728939823497e-09,0.24,0.25
2.759836799468441e-14,7.677664615179935e-10,0.25,0.26
0.027992304414510727,0.025666246190667152,0.26,0.27
5.36187053512549e-06,7.352595199350276e-10,0.27,0.28
1.1640100826949782e-22,2.9670044498943312e-34,0.28,0.29
1.992932766370359e-06,5.8434956499249166e-15,0.29,0.3
8.133175469993148e-06,5.437648196402833e-24,0.3,0.31
1.6095467799459584e-05,1.5525450054184202e-21,0.31,0.32
2.5314389473507504e-10,4.871697294891933e-23,0.32,0.33
