xmin,xmax,xmin_score,xmax_score,score,match_iou,match_ioa
0.325,0.405,1.0,1.0,1.0,0.0,0.0
0.315,0.405,1.0,1.0,1.0,0.0,0.0
0.675,0.755,1.0,1.0,1.0,0.0,0.0
0.665,0.755,1.0,1.0,1.0,0.0,0.0
0.325,0.425,1.0,1.0,1.0,0.027027027027027053,0.05000000000000006
0.325,0.41500000000000004,1.0,1.0,1.0,0.0,0.0
0.41500000000000004,0.515,1.0,1.0,1.0,0.8999999999999999,0.9000000000000005
0.425,0.515,1.0,1.0,1.0,0.894736842105263,0.9444444444444444
0.765,0.865,0.9943956136703492,1.0,0.9943956136703492,0.9047619047619047,0.95
0.665,0.765,1.0,0.9943956136703492,0.9943956136703492,0.02564102564102567,0.05000000000000006
0.675,0.765,1.0,0.9943956136703492,0.9943956136703492,0.02702702702702706,0.05555555555555562
0.805,0.865,0.002606953727081418,1.0,0.002606953727081418,0.5238095238095233,0.9166666666666665
0.755,0.805,1.0,0.002606953727081418,0.002606953727081418,0.42857142857142905,0.9
0.805,0.875,0.002606953727081418,1.0,0.002606953727081418,0.4782608695652169,0.7857142857142854
0.765,0.805,0.9943956136703492,0.002606953727081418,0.002592343351251331,0.40000000000000047,1.0
0.315,0.365,1.0,7.77247009864368e-07,7.77247009864368e-07,0.0,0.0
0.365,0.405,7.77247009864368e-07,1.0,7.77247009864368e-07,0.0,0.0
0.365,0.41500000000000004,7.77247009864368e-07,1.0,7.77247009864368e-07,0.0,0.0
0.365,0.425,7.77247009864368e-07,1.0,7.77247009864368e-07,0.034482758620689696,0.08333333333333341
0.255,0.325,1.0649458204170513e-07,1.0,1.0649458204170513e-07,0.0,0.0
0.255,0.315,1.0649458204170513e-07,1.0,1.0649458204170513e-07,0.0,0.0
0.635,0.675,4.688943011643687e-09,1.0,4.688943011643687e-09,0.0,0.0
0.535,0.635,0.9999982118606568,4.688943011643687e-09,4.68893462716021e-09,0.0,0.0
0.07500000000000001,0.155,4.590472144627712e-06,0.00014099720283411443,6.472437320804257e-10,0.0,0.0
0.41500000000000004,0.495,1.0,5.824472015802941e-10,5.824472015802941e-10,0.7894736842105271,0.9375000000000006
0.425,0.495,1.0,5.824472015802941e-10,5.824472015802941e-10,0.7777777777777777,1.0
0.405,0.495,1.0,5.824472015802941e-10,5.824472015802941e-10,0.7142857142857149,0.8333333333333337
0.495,0.535,5.824472015802941e-10,0.9999982118606568,5.824461600835376e-10,0.1304347826086957,0.375
0.715,0.755,3.1382543785873906e-10,1.0,3.1382543785873906e-10,0.0,0.0
0.665,0.715,1.0,3.1382543785873906e-10,3.1382543785873906e-10,0.0,0.0
0.715,0.765,3.1382543785873906e-10,0.9943956136703492,3.120666388649069e-10,0.03448275862068968,0.1
0.5650000000000001,0.665,1.9602415524122563e-10,1.0,1.9602415524122563e-10,0.0,0.0
0.515,0.5650000000000001,1.0,1.9602415524122563e-10,1.9602415524122563e-10,0.0,0.0
0.525,0.5650000000000001,1.0,1.9602415524122563e-10,1.9602415524122563e-10,0.0,0.0
0.034999999999999996,0.07500000000000001,9.411001883563586e-06,4.590472144627712e-06,4.3200941999537565e-11,0.0,0.0
0.515,0.595,1.0,2.4350389326438515e-12,2.4350389326438515e-12,0.0,0.0
0.595,0.675,2.4350389326438515e-12,1.0,2.4350389326438515e-12,0.0,0.0
0.595,0.665,2.4350389326438515e-12,1.0,2.4350389326438515e-12,0.0,0.0
0.525,0.595,1.0,2.4350389326438515e-12,2.4350389326438515e-12,0.0,0.0
0.535,0.595,0.9999982118606568,2.4350389326438515e-12,2.435034578454934e-12,0.0,0.0
0.875,0.965,1.0,9.462660689740776e-13,9.462660689740776e-13,0.0,0.0
0.865,0.965,1.0,9.462660689740776e-13,9.462660689740776e-13,0.0,0.0
0.715,0.805,3.1382543785873906e-10,0.002606953727081418,8.181283948787978e-13,0.31034482758620713,0.5
0.865,0.925,1.0,5.985409650549611e-13,5.985409650549611e-13,0.0,0.0
0.875,0.925,1.0,5.985409650549611e-13,5.985409650549611e-13,0.0,0.0
0.405,0.455,1.0,7.544747433144844e-14,7.544747433144844e-14,0.33333333333333387,0.7000000000000007
0.455,0.525,7.544747433144844e-14,1.0,7.544747433144844e-14,0.5238095238095235,0.7857142857142856
0.455,0.515,7.544747433144844e-14,1.0,7.544747433144844e-14,0.5789473684210524,0.9166666666666666
0.455,0.535,7.544747433144844e-14,0.9999982118606568,7.544733942085125e-14,0.47826086956521713,0.6874999999999998
0.875,0.9450000000000001,1.0,2.0416319730740682e-14,2.0416319730740682e-14,0.0,0.0
0.865,0.9450000000000001,1.0,2.0416319730740682e-14,2.0416319730740682e-14,0.0,0.0
0.41500000000000004,0.47500000000000003,1.0,6.9786252548476114e-15,6.9786252548476114e-15,0.5789473684210537,0.9166666666666675
0.405,0.47500000000000003,1.0,6.9786252548476114e-15,6.9786252548476114e-15,0.5238095238095246,0.7857142857142864
0.425,0.47500000000000003,1.0,6.9786252548476114e-15,6.9786252548476114e-15,0.5555555555555559,1.0
0.47500000000000003,0.525,6.9786252548476114e-15,1.0,6.9786252548476114e-15,0.333333333333333,0.6999999999999996
0.47500000000000003,0.535,6.9786252548476114e-15,0.9999982118606568,6.978612776093232e-15,0.3043478260869562,0.5833333333333329
0.785,0.875,3.948970938119113e-15,1.0,3.948970938119113e-15,0.6521739130434779,0.8333333333333331
0.785,0.865,3.948970938119113e-15,1.0,3.948970938119113e-15,0.714285714285714,0.9374999999999999
0.755,0.845,1.0,1.3134776859230087e-15,1.3134776859230087e-15,0.8095238095238093,0.9444444444444444
0.765,0.845,0.9943956136703492,1.3134776859230087e-15,1.3061164495357205e-15,0.7999999999999998,1.0
0.155,0.215,0.00014099720283411443,4.124731155588645e-13,5.815755553807234e-17,0.0,0.0
0.805,0.895,0.002606953727081418,1.857643880842814e-14,4.842791638753164e-17,0.40740740740740694,0.6111111111111106
0.635,0.715,4.688943011643687e-09,3.1382543785873906e-10,1.4715095937237547e-18,0.0,0.0
0.5650000000000001,0.635,1.9602415524122563e-10,4.688943011643687e-09,9.191460928317021e-19,0.0,0.0
0.10500000000000001,0.155,2.429440417556997e-15,0.00014099720283411443,3.4254430332767957e-19,0.0,0.0
