xmin,xmax,xmin_score,xmax_score,score,match_iou,match_ioa
0.295,0.34500000000000003,1.0,1.0,1.0,0.8181818181818182,0.9
0.605,0.645,1.0,0.9999619722366332,0.9999619722366332,0.7777777777777778,0.875
0.595,0.645,1.0,0.9999619722366332,0.9999619722366332,0.8,0.8
0.495,0.585,1.0,0.998824179172516,0.998824179172516,0.894736842105263,0.9444444444444444
0.585,0.645,0.998824179172516,0.9999619722366332,0.9987861961229854,0.6666666666666666,0.6666666666666666
0.435,0.485,0.108646959066391,1.0,0.108646959066391,0.0,0.0
0.435,0.495,0.108646959066391,1.0,0.108646959066391,0.03448275862068968,0.08333333333333341
0.34500000000000003,0.435,1.0,0.108646959066391,0.108646959066391,0.0,0.0
0.41500000000000004,0.495,9.924267942551523e-05,1.0,9.924267942551523e-05,0.030303030303030346,0.06250000000000008
0.34500000000000003,0.41500000000000004,1.0,9.924267942551523e-05,9.924267942551523e-05,0.0,0.0
0.41500000000000004,0.485,9.924267942551523e-05,1.0,9.924267942551523e-05,0.0,0.0
0.265,0.34500000000000003,6.032883538864553e-05,1.0,6.032883538864553e-05,0.6250000000000004,0.6250000000000004
0.535,0.605,3.50121673875492e-08,1.0,3.50121673875492e-08,0.39130434782608636,0.6428571428571422
0.495,0.535,1.0,3.50121673875492e-08,3.50121673875492e-08,0.444444444444445,1.0
0.485,0.535,1.0,3.50121673875492e-08,3.50121673875492e-08,0.4736842105263163,0.9
0.535,0.595,3.50121673875492e-08,1.0,3.50121673875492e-08,0.428571428571428,0.7499999999999996
0.535,0.585,3.50121673875492e-08,0.998824179172516,3.4970999351919564e-08,0.47368421052631515,0.8999999999999998
0.215,0.295,2.849424340922724e-08,1.0,2.849424340922724e-08,0.040000000000000015,0.06250000000000007
0.265,0.315,6.032883538864553e-05,6.032323085491953e-07,3.639230264357703e-11,0.3333333333333336,0.5000000000000006
0.07500000000000001,0.155,2.993690031871665e-06,1.4005161119712284e-06,4.192711123883927e-12,0.0,0.0
0.215,0.265,2.849424340922724e-08,6.032883538864553e-05,1.719024520159268e-12,0.0,0.0
0.155,0.215,1.4005161119712284e-06,2.849424340922724e-08,3.990664699305274e-14,0.0,0.0
0.895,0.975,3.1337997704504942e-15,1.0,3.1337997704504942e-15,0.05263157894736848,0.06250000000000008
0.645,0.715,0.9999619722366332,8.745843879296411e-16,8.745511294414926e-16,0.0,0.0
0.765,0.855,4.483974858082717e-10,6.681820536869054e-07,2.99611152935416e-16,0.0,0.0
0.805,0.855,2.911806212813062e-11,6.681820536869054e-07,1.945616655215722e-17,0.0,0.0
0.875,0.9550000000000001,3.613556329162826e-11,1.8746943908354297e-07,6.774313781249415e-18,0.0,0.0
0.025,0.07500000000000001,1.0408122321360451e-14,2.993690031871665e-06,3.1158692043957753e-20,0.0,0.0
0.765,0.805,4.483974858082717e-10,2.911806212813062e-11,1.3056465849862823e-20,0.0,0.0
0.495,0.5650000000000001,1.0,2.642804292757669e-21,2.642804292757669e-21,0.7777777777777788,1.0
0.485,0.5650000000000001,1.0,2.642804292757669e-21,2.642804292757669e-21,0.7894736842105272,0.9375
0.5650000000000001,0.645,2.642804292757669e-21,0.9999619722366332,2.6427037928213992e-21,0.5000000000000007,0.5000000000000007
0.765,0.8250000000000001,4.483974858082717e-10,5.5699065151793015e-12,2.497532077593511e-21,0.0,0.0
0.855,0.895,6.681820536869054e-07,3.1337997704504942e-15,2.093948766463164e-21,0.0,0.0
0.07500000000000001,0.135,2.993690031871665e-06,3.5905194591539797e-16,1.074890231411051e-21,0.0,0.0
0.805,0.875,2.911806212813062e-11,3.613556329162826e-11,1.0521975769606278e-21,0.0,0.0
0.895,0.9550000000000001,3.1337997704504942e-15,1.8746943908354297e-07,5.874916851664899e-22,0.0,0.0
0.8250000000000001,0.875,5.5699065151793015e-12,3.613556329162826e-11,2.0127170940771424e-22,0.0,0.0
0.745,0.805,2.762040813078514e-12,2.911806212813062e-11,8.042527599565258e-23,0.0,0.0
0.745,0.8250000000000001,2.762040813078514e-12,5.5699065151793015e-12,1.538430911995715e-23,0.0,0.0
0.135,0.215,3.5905194591539797e-16,2.849424340922724e-08,1.0230913543470045e-23,0.0,0.0
0.715,0.765,8.745843879296411e-16,4.483974858082717e-10,3.9216144067481724e-25,0.0,0.0
0.805,0.895,2.911806212813062e-11,3.1337997704504942e-15,9.125017641309896e-26,0.0,0.0
0.8250000000000001,0.895,5.5699065151793015e-12,3.1337997704504942e-15,1.7454971758699608e-26,0.0,0.0
0.005,0.07500000000000001,0.0,2.993690031871665e-06,0.0,0.0,0.0
0.005,0.045,0.0,5.8040161093231284e-05,0.0,0.0,0.0
