xmin,xmax,xmin_score,xmax_score,score,match_iou,match_ioa
0.275,0.34500000000000003,1.0,1.0,1.0,0.857142857142857,0.857142857142857
0.875,0.915,1.0,1.0,1.0,0.05263157894736854,0.125
0.865,0.915,1.0,1.0,1.0,0.047619047619047616,0.1
0.28500000000000003,0.34500000000000003,1.0,1.0,1.0,0.846153846153846,0.9166666666666666
0.865,0.905,1.0,1.0,1.0,0.0,0.0
0.915,0.975,1.0,0.999996781349182,0.999996781349182,0.8461538461538459,0.9166666666666665
0.905,0.975,1.0,0.999996781349182,0.999996781349182,0.8571428571428569,0.8571428571428569
0.085,0.165,1.0,0.9999959468841552,0.9999959468841552,0.8823529411764705,0.9375
0.875,0.935,1.0,0.8025487661361694,0.8025487661361694,0.2631578947368427,0.4166666666666667
0.865,0.935,1.0,0.8025487661361694,0.8025487661361694,0.23809523809523808,0.35714285714285715
0.245,0.28500000000000003,1.6638584954264955e-09,1.0,1.6638584954264955e-09,0.05263157894736845,0.125
0.17500000000000002,0.245,0.9999998807907104,1.6638584954264955e-09,1.6638582970791063e-09,0.0,0.0
0.185,0.245,0.9999998807907104,1.6638584954264955e-09,1.6638582970791063e-09,0.0,0.0
0.165,0.245,0.9999959468841552,1.6638584954264955e-09,1.663851751615264e-09,0.0,0.0
0.615,0.685,3.3393289413652383e-06,0.000143346274853684,4.786803642558031e-10,0.0,0.0
0.795,0.875,4.5578523594214104e-11,1.0,4.5578523594214104e-11,0.0,0.0
0.795,0.865,4.5578523594214104e-11,1.0,4.5578523594214104e-11,0.0,0.0
0.845,0.905,3.428209539163562e-12,1.0,3.428209539163562e-12,0.0,0.0
0.845,0.915,3.428209539163562e-12,1.0,3.428209539163562e-12,0.04,0.07142857142857142
0.8150000000000001,0.865,9.86514906223257e-13,1.0,9.86514906223257e-13,0.0,0.0
0.8150000000000001,0.875,9.86514906223257e-13,1.0,9.86514906223257e-13,0.0,0.0
0.34500000000000003,0.395,1.0,6.055576606291396e-15,6.055576606291396e-15,0.0,0.0
0.225,0.275,3.2144610239516267e-15,1.0,3.2144610239516267e-15,0.0,0.0
0.225,0.28500000000000003,3.2144610239516267e-15,1.0,3.2144610239516267e-15,0.04347826086956526,0.08333333333333337
0.185,0.225,0.9999998807907104,3.2144610239516267e-15,3.2144606407580118e-15,0.0,0.0
0.17500000000000002,0.225,0.9999998807907104,3.2144610239516267e-15,3.2144606407580118e-15,0.0,0.0
0.165,0.225,0.9999959468841552,3.2144610239516267e-15,3.214447995368718e-15,0.0,0.0
0.47500000000000003,0.535,1.0,6.181961439439144e-16,6.181961439439144e-16,0.0,0.0
0.485,0.535,1.0,6.181961439439144e-16,6.181961439439144e-16,0.0,0.0
0.34500000000000003,0.41500000000000004,1.0,2.1535690674800235e-18,2.1535690674800235e-18,0.0,0.0
0.41500000000000004,0.47500000000000003,2.1535690674800235e-18,1.0,2.1535690674800235e-18,0.0,0.0
0.41500000000000004,0.485,2.1535690674800235e-18,1.0,2.1535690674800235e-18,0.0,0.0
0.535,0.615,6.181961439439144e-16,3.3393289413652383e-06,2.064360274912304e-21,0.0,0.0
0.685,0.755,0.000143346274853684,1.3425846099617534e-17,1.9245450251390365e-21,0.0,0.0
0.025,0.085,2.1198532778008287e-22,1.0,2.1198532778008287e-22,0.03703703703703707,0.0833333333333334
0.025,0.07500000000000001,2.1198532778008287e-22,1.0,2.1198532778008287e-22,0.0,0.0
0.025,0.065,2.1198532778008287e-22,1.0,2.1198532778008287e-22,0.0,0.0
0.795,0.845,4.5578523594214104e-11,3.428209539163562e-12,1.5625272936667627e-22,0.0,0.0
0.305,0.34500000000000003,3.5446306728297295e-23,1.0,3.5446306728297295e-23,0.5384615384615389,0.875
