xmin,xmax,xmin_score,xmax_score,score,match_iou,match_ioa
0.115,0.165,1.0,0.9999467134475708,0.9999467134475708,0.8000000000000004,0.8000000000000002
0.125,0.165,1.0,0.9999467134475708,0.9999467134475708,0.7777777777777777,0.8749999999999999
0.465,0.525,0.7226279973983765,1.0,0.7226279973983765,0.846153846153846,0.9166666666666666
0.915,0.965,8.876086354803193e-08,0.9999998807907104,8.876085296691245e-08,0.06666666666666676,0.10000000000000023
0.485,0.525,2.423760747660708e-08,1.0,2.423760747660708e-08,0.5384615384615389,0.875
0.485,0.535,2.423760747660708e-08,1.0,2.423760747660708e-08,0.466666666666667,0.7
0.41500000000000004,0.465,7.948815911040795e-11,0.7226279973983765,5.7440369234837614e-11,0.04761904761904769,0.10000000000000012
0.525,0.5650000000000001,1.0,3.7139019840201854e-16,3.7139019840201854e-16,0.0,0.0
0.165,0.215,0.9999467134475708,2.1359714203334166e-17,2.1358576017803397e-17,0.0,0.0
0.35500000000000004,0.41500000000000004,2.3544407667941409e-07,7.948815911040795e-11,1.8715016228696358e-17,0.0,0.0
0.525,0.585,1.0,9.001239839073679e-19,9.001239839073679e-19,0.0,0.0
0.535,0.585,1.0,9.001239839073679e-19,9.001239839073679e-19,0.0,0.0
0.865,0.915,3.4195218813655453e-13,8.876086354803193e-08,3.035197151113966e-20,0.0,0.0
0.23500000000000001,0.28500000000000003,1.4726782076798785e-12,8.887398372792177e-09,1.3088277906580652e-20,0.0,0.0
0.885,0.935,8.389157411852562e-18,0.00026809016708284616,2.2490506122278507e-21,0.0,0.0
0.685,0.735,4.829934331174526e-15,4.274010052540689e-07,2.0643187884551314e-21,0.0,0.0
0.735,0.775,4.274010052540689e-07,1.335187640391817e-19,5.706605397062708e-26,0.0,0.0
0.8250000000000001,0.885,1.2026198179665437e-12,8.389157411852562e-18,1.008896695953481e-29,0.0,0.0
0.195,0.23500000000000001,2.5764126296788614e-18,1.4726782076798785e-12,3.794226733719268e-30,0.0,0.0
0.775,0.8250000000000001,1.335187640391817e-19,1.2026198179665437e-12,1.6057231170391859e-31,0.0,0.0
0.14500000000000002,0.195,3.7022203408863645e-16,2.5764126296788614e-18,9.538447244113609e-34,0.1999999999999998,0.29999999999999977
0.635,0.685,1.2159979096152154e-21,4.829934331174526e-15,5.873190050286987e-36,0.0,0.0
0.935,0.995,0.00026809016708284616,1.4667070050266813e-35,3.932097260391839e-39,0.5,0.5000000000000009
0.585,0.635,9.001239839073679e-19,1.2159979096152154e-21,1.0945488828258791e-39,0.0,0.0
0.665,0.7050000000000001,5.055498490551093e-21,9.964555720421537e-22,5.037579640360334e-42,0.0,0.0
0.5650000000000001,0.615,3.7139019840201854e-16,8.956021418259609e-29,3.3261785714201637e-44,0.0,0.0
0.615,0.665,8.956021418259609e-29,5.055498490551093e-21,4.5277152761354715e-49,0.0,0.0
