xmin,xmax,xmin_score,xmax_score,score,match_iou,match_ioa
0.325,0.395,1.0,1.0,1.0,0.7333333333333332,0.7857142857142856
0.545,0.625,1.0,1.0,1.0,0.25000000000000033,0.25000000000000033
0.385,0.435,1.0,1.0,1.0,0.0,0.0
0.325,0.385,1.0,1.0,1.0,0.846153846153846,0.9166666666666666
0.625,0.675,1.0,0.9999997615814208,0.9999997615814208,0.6,0.6
0.385,0.445,1.0,0.9999972581863404,0.9999972581863404,0.037037037037037084,0.08333333333333341
0.395,0.445,1.0,0.9999972581863404,0.9999972581863404,0.040000000000000056,0.10000000000000012
0.445,0.525,0.9999972581863404,0.9988040924072266,0.9988013538725228,0.8823529411764706,0.9375
0.545,0.615,1.0,0.9976215958595276,0.9976215958595276,0.28571428571428614,0.28571428571428614
0.615,0.675,0.9976215958595276,0.9999997615814208,0.9976213580080041,0.5,0.5
0.535,0.615,0.9999366998672484,0.9976215958595276,0.9975584462800738,0.25000000000000033,0.25000000000000033
0.245,0.325,0.005173345562070608,1.0,0.005173345562070608,0.03703703703703707,0.06250000000000004
0.425,0.485,1.0,1.7433158063795418e-06,1.7433158063795418e-06,0.4736842105263155,0.7499999999999998
0.485,0.545,1.7433158063795418e-06,1.0,1.7433158063795418e-06,0.33333333333333354,0.5833333333333334
0.435,0.485,1.0,1.7433158063795418e-06,1.7433158063795418e-06,0.529411764705882,0.8999999999999999
0.485,0.535,1.7433158063795418e-06,0.9999366998672484,1.74320545425757e-06,0.36842105263157915,0.7
0.485,0.525,1.7433158063795418e-06,0.9988040924072266,1.7412309617700905e-06,0.4117647058823532,0.875
0.005,0.085,1.0,4.506520312475004e-08,4.506520312475004e-08,0.0,0.0
0.915,0.9550000000000001,4.669728159711895e-09,1.0,4.669728159711895e-09,0.0,0.0
0.915,0.965,4.669728159711895e-09,1.0,4.669728159711895e-09,0.06666666666666676,0.10000000000000023
0.5750000000000001,0.625,2.712489344247615e-09,1.0,2.712489344247615e-09,0.4000000000000009,0.4000000000000009
0.5750000000000001,0.645,2.712489344247615e-09,1.0,2.712489344247615e-09,0.28571428571428614,0.28571428571428614
0.535,0.5750000000000001,0.9999366998672484,2.712489344247615e-09,2.7123176433120368e-09,0.0,0.0
0.525,0.5750000000000001,0.9988040924072266,2.712489344247615e-09,2.7092454576455122e-09,0.0,0.0
0.245,0.28500000000000003,0.005173345562070608,5.2048187981768015e-09,2.6926326230929634e-11,0.0,0.0
0.34500000000000003,0.425,1.7157501114306587e-11,1.0,1.7157501114306587e-11,0.33333333333333315,0.4374999999999999
0.34500000000000003,0.395,1.7157501114306587e-11,1.0,1.7157501114306587e-11,0.4666666666666663,0.6999999999999996
0.195,0.245,1.1290082063686312e-10,0.005173345562070608,5.840749593958455e-13,0.0,0.0
0.225,0.28500000000000003,5.752555807703175e-05,5.2048187981768015e-09,2.994101060549462e-13,0.0,0.0
0.855,0.915,1.7468444468704547e-09,4.669728159711895e-09,8.157288704187312e-18,0.0,0.0
0.025,0.085,2.7551389988889067e-11,4.506520312475004e-08,1.2416089862184906e-18,0.0,0.0
0.28500000000000003,0.34500000000000003,5.2048187981768015e-09,1.7157501114306587e-11,8.930168432948234e-20,0.2631578947368424,0.4166666666666671
0.875,0.935,2.2681035109946288e-13,8.187645761381647e-08,1.8570428098170003e-20,0.0,0.0
0.005,0.055,1.0,3.969741541631414e-21,3.969741541631414e-21,0.0,0.0
0.085,0.135,4.506520312475004e-08,7.228831248873303e-14,3.2576874858501595e-21,0.0,0.0
0.875,0.915,2.2681035109946288e-13,4.669728159711895e-09,1.0591426834433036e-21,0.0,0.0
0.135,0.195,7.228831248873303e-14,1.1290082063686312e-10,8.16140980243196e-24,0.0,0.0
0.155,0.225,1.0813834253012592e-19,5.752555807703175e-05,6.220718503570711e-24,0.0,0.0
0.085,0.155,4.506520312475004e-08,1.0813834253012592e-19,4.8732763716939206e-27,0.0,0.0
0.8250000000000001,0.875,1.2845937565425188e-15,2.2681035109946288e-13,2.9135916094158663e-28,0.0,0.0
0.805,0.855,2.0263790816945303e-20,1.7468444468704547e-09,3.5397690461125417e-29,0.0,0.0
0.155,0.195,1.0813834253012592e-19,1.1290082063686312e-10,1.2208907613961413e-29,0.0,0.0
0.775,0.855,1.851947784016614e-22,1.7468444468704547e-09,3.2350647024034663e-31,0.0,0.0
0.805,0.875,2.0263790816945303e-20,2.2681035109946288e-13,4.596037509797436e-33,0.0,0.0
0.055,0.135,3.969741541631414e-21,7.228831248873303e-14,2.869659170609565e-34,0.0,0.0
0.775,0.8250000000000001,1.851947784016614e-22,1.2845937565425188e-15,2.3790005607904954e-37,0.0,0.0
0.935,0.985,8.187645761381647e-08,9.110156983157059e-35,7.45907382086673e-42,0.4545454545454555,0.5000000000000011
0.915,0.985,4.669728159711895e-09,9.110156983157059e-35,4.254195660364448e-43,0.3333333333333338,0.3571428571428577
0.915,0.995,4.669728159711895e-09,0.0,0.0,0.375,0.3750000000000005
0.935,0.995,8.187645761381647e-08,0.0,0.0,0.5,0.5000000000000009
