xmin,xmax,xmin_score,xmax_score,score,match_iou,match_ioa
0.8150000000000001,0.915,1.0,1.0,1.0,0.9047619047619047,0.95
0.765,0.8150000000000001,1.0,1.0,1.0,0.03448275862068968,0.1
0.755,0.8150000000000001,1.0,1.0,1.0,0.03225806451612905,0.08333333333333333
0.765,0.805,1.0,1.0,1.0,0.0,0.0
0.755,0.805,1.0,1.0,1.0,0.0,0.0
0.755,0.795,1.0,1.0,1.0,0.0,0.0
0.545,0.595,1.0,0.9999997615814208,0.9999997615814208,0.7999999999999996,0.7999999999999996
0.28500000000000003,0.365,6.52251037536189e-05,5.268276072456501e-05,3.4362385342868312e-09,0.0,0.0
0.465,0.555,6.263220497793042e-10,1.0,6.263220497793042e-10,0.040000000000000036,0.05555555555555559
0.465,0.545,6.263220497793042e-10,1.0,6.263220497793042e-10,0.0,0.0
0.665,0.765,3.2890024037612875e-11,1.0,3.2890024037612875e-11,0.0,0.0
0.665,0.755,3.2890024037612875e-11,1.0,3.2890024037612875e-11,0.0,0.0
0.595,0.665,0.9999997615814208,3.2890024037612875e-11,3.289001619602007e-11,0.0,0.0
0.20500000000000002,0.28500000000000003,6.82095588899756e-08,6.52251037536189e-05,4.4489755555872364e-12,0.0,0.0
0.805,0.855,1.0,6.303959632948665e-13,6.303959632948665e-13,0.428571428571428,0.8999999999999998
0.795,0.855,1.0,6.303959632948665e-13,6.303959632948665e-13,0.39130434782608636,0.7499999999999996
0.755,0.855,1.0,6.303959632948665e-13,6.303959632948665e-13,0.29032258064516075,0.4499999999999994
0.765,0.855,1.0,6.303959632948665e-13,6.303959632948665e-13,0.31034482758620635,0.4999999999999994
0.855,0.915,6.303959632948665e-13,1.0,6.303959632948665e-13,0.5238095238095244,0.9166666666666666
0.855,0.925,6.303959632948665e-13,0.9992444515228271,6.299196685847831e-13,0.47826086956521785,0.7857142857142857
0.685,0.755,5.014225796726168e-13,1.0,5.014225796726168e-13,0.0,0.0
0.685,0.765,5.014225796726168e-13,1.0,5.014225796726168e-13,0.0,0.0
0.595,0.685,0.9999997615814208,5.014225796726168e-13,5.014224601241578e-13,0.0,0.0
0.315,0.365,1.066922550307936e-09,5.268276072456501e-05,5.6208425429515667e-14,0.0,0.0
0.545,0.635,1.0,4.1120190206415253e-14,4.1120190206415253e-14,0.44444444444444375,0.44444444444444375
0.555,0.635,1.0,4.1120190206415253e-14,4.1120190206415253e-14,0.4117647058823522,0.4374999999999992
0.595,0.635,0.9999997615814208,4.1120190206415253e-14,4.1120180402597926e-14,0.0,0.0
0.155,0.20500000000000002,1.601058841060876e-07,6.82095588899756e-08,1.092075173056579e-14,0.0,0.0
0.505,0.555,3.5270835206077707e-15,1.0,3.5270835206077707e-15,0.05882352941176478,0.1
0.505,0.545,3.5270835206077707e-15,1.0,3.5270835206077707e-15,0.0,0.0
0.505,0.595,3.5270835206077707e-15,0.9999997615814208,3.527082679685529e-15,0.44444444444444375,0.44444444444444375
0.225,0.28500000000000003,3.715040081120336e-11,6.52251037536189e-05,2.4231387473992668e-15,0.0,0.0
0.545,0.615,1.0,1.9254256648617223e-16,1.9254256648617223e-16,0.5714285714285707,0.5714285714285707
0.555,0.615,1.0,1.9254256648617223e-16,1.9254256648617223e-16,0.5384615384615377,0.5833333333333326
0.915,0.9550000000000001,1.0,1.5138449111653445e-17,1.5138449111653445e-17,0.0,0.0
