xmin,xmax,xmin_score,xmax_score,score,match_iou,match_ioa
0.535,0.595,1.0,1.0,1.0,0.8461538461538459,0.9166666666666665
0.595,0.635,1.0,1.0,1.0,0.0,0.0
0.595,0.645,1.0,1.0,1.0,0.0,0.0
0.915,0.965,0.026834115386009216,0.9981593489646912,0.02678472314374236,0.0,0.0
0.215,0.255,1.0,2.1154035323434073e-07,2.1154035323434073e-07,0.0,0.0
0.875,0.915,8.942253160171276e-09,0.026834115386009216,2.399574531109416e-10,0.0,0.0
0.635,0.685,1.0,1.7654797762611807e-11,1.7654797762611807e-11,0.0,0.0
0.645,0.685,1.0,1.7654797762611807e-11,1.7654797762611807e-11,0.0,0.0
0.425,0.465,7.476891994429025e-09,5.89175321863422e-08,4.405200247355764e-16,0.0,0.0
0.065,0.115,3.447869630690548e-06,2.118878857093609e-11,7.305618062485353e-17,0.0,0.0
0.085,0.135,1.0258552265440812e-06,2.1188532699223384e-12,2.1736367012298477e-18,0.0,0.0
0.135,0.17500000000000002,2.1188532699223384e-12,2.993804371076436e-10,6.343432181163096e-22,0.0,0.0
0.7050000000000001,0.755,1.2898809131911547e-08,4.323622081019163e-14,5.576957598158438e-22,0.0,0.0
0.034999999999999996,0.085,4.320201550219913e-16,1.0258552265440812e-06,4.43190134001694e-22,0.0,0.0
0.755,0.805,4.323622081019163e-14,2.5638249856463347e-10,1.108501031980913e-23,0.0,0.0
0.015,0.065,9.362704325074398e-19,3.447869630690548e-06,3.228138390355906e-24,0.0,0.0
