xmin,xmax,xmin_score,xmax_score,score,match_iou,match_ioa
0.855,0.895,1.0,1.0,1.0,0.05882352941176478,0.125
0.395,0.445,0.9999854564666748,1.0,0.9999854564666748,0.818181818181818,0.8999999999999999
0.34500000000000003,0.395,1.6156309623482912e-10,0.9999854564666748,1.615607465365549e-10,0.05263157894736848,0.10000000000000012
0.645,0.685,3.3641998908873205e-11,1.0,3.3641998908873205e-11,0.0,0.0
0.445,0.495,1.0,1.0455871050904834e-15,1.0455871050904834e-15,0.0,0.0
0.135,0.17500000000000002,4.989695323587283e-10,4.8276742603547965e-09,2.4088623680695026e-18,0.0,0.0
0.265,0.315,1.7465454860143836e-08,3.615115845567729e-11,6.313964261495389e-19,0.0,0.0
0.535,0.585,1.4035853035387902e-10,3.835961548404043e-10,5.3840992542798166e-20,0.0,0.0
0.245,0.295,6.74365034300517e-12,6.2750018514634576e-09,4.231641838797962e-20,0.0,0.0
0.195,0.245,9.594020890235645e-12,6.74365034300517e-12,6.469872226723638e-23,0.0,0.0
0.065,0.10500000000000001,0.01559019647538662,2.3618740364742074e-22,3.682208027874736e-24,0.0,0.0
0.495,0.535,1.0455871050904834e-15,1.4035853035387902e-10,1.467570694274671e-25,0.0,0.0
0.6950000000000001,0.745,1.0,1.72338543881427e-26,1.72338543881427e-26,0.0,0.0
0.9450000000000001,0.995,1.0,6.451722024509378e-27,6.451722024509378e-27,0.0,0.0
0.605,0.645,1.4272281822469571e-18,3.3641998908873205e-11,4.801480894986522e-29,0.0,0.0
0.375,0.41500000000000004,5.7410254328260635e-09,1.2557804301227751e-21,7.209467387380105e-30,0.38461538461538497,0.625
0.925,0.975,6.96221589731869e-16,1.0481815482206013e-25,7.297666238297588e-41,0.17647058823529305,0.29999999999999843
