action,startend,xmin,xmax
0.6242967844009399,0.08522063493728638,0.0,0.01
0.7261660695075989,0.014339417219161987,0.01,0.02
0.4705590307712555,0.03721803426742554,0.02,0.03
0.9457306861877441,0.0020127296447753906,0.03,0.04
0.7764047384262085,0.03624773025512695,0.04,0.05
0.8581663966178894,0.006217688322067261,0.05,0.06
0.09835842251777649,0.43575167655944824,0.06,0.07
0.9522484540939331,0.00033846497535705566,0.07,0.08
0.5410588383674622,0.03210240602493286,0.08,0.09
0.44463402032852173,0.38474559783935547,0.09,0.1
0.9370882511138916,0.023096859455108643,0.1,0.11
0.8759524822235107,0.15512028336524963,0.11,0.12
0.9529649019241333,0.008647918701171875,0.12,0.13
0.828342080116272,0.0567876398563385,0.13,0.14
0.8660867214202881,0.007991909980773926,0.14,0.15
0.20728394389152527,0.20323646068572998,0.15,0.16
0.4704049825668335,0.007505923509597778,0.16,0.17
0.3445422053337097,0.046416789293289185,0.17,0.18
0.8178526759147644,0.0010257959365844727,0.18,0.19
0.035220593214035034,0.18624937534332275,0.19,0.2
0.032276660203933716,0.007836341857910156,0.2,0.21
3.9070844650268555e-05,0.9948608875274658,0.21,0.22
5.930662155151367e-05,0.9981561899185181,0.22,0.23
0.2158105969429016,0.0034461617469787598,0.23,0.24
0.24083492159843445,0.003603696823120117,0.24,0.25
0.31194931268692017,0.010631054639816284,0.25,0.26
0.8994784951210022,0.001080334186553955,0.26,0.27
0.9580788612365723,0.0004982352256774902,0.27,0.28
0.964171290397644,0.0006918609142303467,0.28,0.29
0.928871750831604,0.001651853322982788,0.29,0.3
0.02454143762588501,0.8063012957572937,0.3,0.31
0.30426982045173645,0.11638224124908447,0.31,0.32
0.7689954042434692,0.00797957181930542,0.32,0.33
0.6895411014556885,0.02416461706161499,0.33,0.34
0.9129284024238586,0.0012426972389221191,0.34,0.35000000000000003
0.9841601848602295,0.0005730986595153809,0.35000000000000003,0.36
0.8279284238815308,0.0686333179473877,0.36,0.37
0.7340247631072998,0.07606163620948792,0.37,0.38
0.05152487754821777,0.704464316368103,0.38,0.39
0.04320374131202698,0.40827465057373047,0.39,0.4
0.45074522495269775,0.006991714239120483,0.4,0.41000000000000003
0.09627848863601685,0.07499852776527405,0.41000000000000003,0.42
0.02298179268836975,0.23453369736671448,0.42,0.43
0.16843852400779724,0.013634949922561646,0.43,0.44
0.36172887682914734,0.004402577877044678,0.44,0.45
0.35374897718429565,0.008946120738983154,0.45,0.46
0.3170934319496155,0.005457818508148193,0.46,0.47000000000000003
0.07181423902511597,0.10239842534065247,0.47000000000000003,0.48
0.035428643226623535,0.46039795875549316,0.48,0.49
0.08290502429008484,0.15564873814582825,0.49,0.5
0.4219723343849182,0.003268510103225708,0.5,0.51
0.6453329920768738,0.001340329647064209,0.51,0.52
0.9673030376434326,0.0002200305461883545,0.52,0.53
0.7161306142807007,0.01925027370452881,0.53,0.54
0.5768927931785583,0.021499067544937134,0.54,0.55
0.6108729839324951,0.010766208171844482,0.55,0.56
0.9084298014640808,0.0007296204566955566,0.56,0.5700000000000001
0.37003183364868164,0.06298944354057312,0.5700000000000001,0.58
0.2001975178718567,0.5630351901054382,0.58,0.59
0.8123884797096252,0.0038454830646514893,0.59,0.6
0.00401616096496582,0.8155415058135986,0.6,0.61
0.000845789909362793,0.6549913883209229,0.61,0.62
0.0006007552146911621,0.5957409143447876,0.62,0.63
0.04167237877845764,0.00909888744354248,0.63,0.64
0.8733887076377869,8.881092071533203e-06,0.64,0.65
0.19986432790756226,0.005561143159866333,0.65,0.66
0.009083777666091919,0.2601912021636963,0.66,0.67
0.01118132472038269,0.23265674710273743,0.67,0.68
0.31776487827301025,0.00598907470703125,0.68,0.6900000000000001
0.6051363945007324,0.006041169166564941,0.6900000000000001,0.7000000000000001
0.6303669214248657,0.00973924994468689,0.7000000000000001,0.71
0.7318189144134521,0.0028925538063049316,0.71,0.72
0.6531617641448975,0.008215785026550293,0.72,0.73
0.3584519326686859,0.03332588076591492,0.73,0.74
0.06481063365936279,0.42161136865615845,0.74,0.75
0.3309425115585327,0.02429819107055664,0.75,0.76
0.4366677701473236,0.04782038927078247,0.76,0.77
0.9939984083175659,6.154179573059082e-05,0.77,0.78
0.9986914992332458,1.856684684753418e-05,0.78,0.79
0.9293266534805298,0.017865121364593506,0.79,0.8
0.9385474324226379,0.056726306676864624,0.8,0.81
0.40256011486053467,0.7637687921524048,0.81,0.8200000000000001
0.45147404074668884,0.5084907412528992,0.8200000000000001,0.8300000000000001
0.976772665977478,0.0003999769687652588,0.8300000000000001,0.84
0.8206684589385986,0.010132402181625366,0.84,0.85
0.3779408931732178,0.1297563910484314,0.85,0.86
0.1429455578327179,0.5301952958106995,0.86,0.87
0.8035589456558228,0.010598719120025635,0.87,0.88
0.4097994565963745,0.14125612378120422,0.88,0.89
0.46936100721359253,0.08989086747169495,0.89,0.9
0.9613011479377747,0.0003705322742462158,0.9,0.91
0.6074610948562622,0.00213778018951416,0.91,0.92
0.03226202726364136,0.029311388731002808,0.92,0.93
1.9878149032592773e-05,0.9968006014823914,0.93,0.9400000000000001
2.8371810913085938e-05,0.9960495233535767,0.9400000000000001,0.9500000000000001
0.12658846378326416,0.0011390745639801025,0.9500000000000001,0.96
0.37146273255348206,0.0001354813575744629,0.96,0.97
0.016843944787979126,0.007049560546875,0.97,0.98
0.0007152855396270752,0.4485238194465637,0.98,0.99
0.23186710476875305,0.008798569440841675,0.99,1.0
