action,startend,xmin,xmax
0.016385376453399658,0.9914926886558533,0.0,0.01
0.8102458715438843,0.07106161117553711,0.01,0.02
0.9925865530967712,0.0002519190311431885,0.02,0.03
0.9091095924377441,0.04424092173576355,0.03,0.04
0.9463645219802856,0.00839129090309143,0.04,0.05
0.8646541833877563,0.0726286768913269,0.05,0.06
0.9514808058738708,0.011106878519058228,0.06,0.07
0.9067321419715881,0.06920790672302246,0.07,0.08
0.9241945743560791,0.08367219567298889,0.08,0.09
0.9944696426391602,0.006950289011001587,0.09,0.1
0.9517984390258789,0.05172574520111084,0.1,0.11
0.7364420890808105,0.03401610255241394,0.11,0.12
0.7040576934814453,0.0023020803928375244,0.12,0.13
0.689765989780426,0.001943439245223999,0.13,0.14
0.6771631240844727,0.006051301956176758,0.14,0.15
0.684809148311615,0.01704239845275879,0.15,0.16
0.7302501201629639,0.02554813027381897,0.16,0.17
0.7846783399581909,0.02263331413269043,0.17,0.18
0.004683852195739746,0.9956491589546204,0.18,0.19
0.1645013988018036,0.25516635179519653,0.19,0.2
0.8618918657302856,0.0047623515129089355,0.2,0.21
0.9527192115783691,0.0026927590370178223,0.21,0.22
0.9568659067153931,0.0059532225131988525,0.22,0.23
0.9351391792297363,0.02737104892730713,0.23,0.24
0.9919814467430115,0.003304988145828247,0.24,0.25
0.9826126098632812,0.01702842116355896,0.25,0.26
0.9930051565170288,0.00283205509185791,0.26,0.27
0.8817873001098633,0.01122698187828064,0.27,0.28
0.9233675003051758,0.0024959146976470947,0.28,0.29
0.9455904960632324,0.0010010302066802979,0.29,0.3
0.907443642616272,0.013141930103302002,0.3,0.31
0.9284379482269287,0.0002675652503967285,0.31,0.32
1.0520219802856445e-05,0.9998288154602051,0.32,0.33
2.3543834686279297e-06,0.9997870922088623,0.33,0.34
0.07220551371574402,0.00045436620712280273,0.34,0.35000000000000003
0.02024516463279724,0.0013206899166107178,0.35000000000000003,0.36
0.004494607448577881,0.0011670589447021484,0.36,0.37
9.906291961669922e-05,0.11255714297294617,0.37,0.38
0.00030094385147094727,0.029603689908981323,0.38,0.39
0.00019618868827819824,0.08720070123672485,0.39,0.4
0.0006895065307617188,0.013462603092193604,0.4,0.41000000000000003
0.00036260485649108887,0.031197547912597656,0.41000000000000003,0.42
0.001409083604812622,0.0029095709323883057,0.42,0.43
0.0002931058406829834,0.038563430309295654,0.43,0.44
0.001460045576095581,0.004625111818313599,0.44,0.45
0.0010521411895751953,0.01319083571434021,0.45,0.46
0.00039649009704589844,0.0516834557056427,0.46,0.47000000000000003
0.0005072057247161865,0.03907176852226257,0.47000000000000003,0.48
0.001535266637802124,0.011472761631011963,0.48,0.49
0.0038108527660369873,0.0050325095653533936,0.49,0.5
0.010830104351043701,0.00794994831085205,0.5,0.51
0.1584169864654541,0.00022915005683898926,0.51,0.52
0.6541712880134583,3.546476364135742e-05,0.52,0.53
0.10899335145950317,0.0032578706741333008,0.53,0.54
0.0015292465686798096,0.9642171859741211,0.54,0.55
0.8419597744941711,0.0010179877281188965,0.55,0.56
0.985925018787384,0.0005650222301483154,0.56,0.5700000000000001
0.9874272346496582,0.005165547132492065,0.5700000000000001,0.58
0.9977821707725525,0.000685960054397583,0.58,0.59
0.9954874515533447,0.00045627355575561523,0.59,0.6
0.9601656198501587,0.0010338127613067627,0.6,0.61
0.3040928244590759,0.1191607117652893,0.61,0.62
0.35182714462280273,0.05751091241836548,0.62,0.63
0.015039235353469849,0.9386900663375854,0.63,0.64
0.013967186212539673,0.9467282295227051,0.64,0.65
0.9053006172180176,0.0030431747436523438,0.65,0.66
0.8932468295097351,0.00564005970954895,0.66,0.67
0.7817424535751343,0.04381236433982849,0.67,0.68
0.9484304785728455,0.0012944340705871582,0.68,0.6900000000000001
0.9096460342407227,0.00509682297706604,0.6900000000000001,0.7000000000000001
0.9725850820541382,0.0025603771209716797,0.7000000000000001,0.71
0.9810476303100586,0.01606649160385132,0.71,0.72
0.984972357749939,0.006760776042938232,0.72,0.73
0.9252454042434692,0.026129871606826782,0.73,0.74
0.9499082565307617,0.011859387159347534,0.74,0.75
0.9683445692062378,0.001302480697631836,0.75,0.76
0.03309577703475952,0.928558349609375,0.76,0.77
0.2729243040084839,0.12098509073257446,0.77,0.78
0.4408387541770935,0.048998087644577026,0.78,0.79
0.21285682916641235,0.0760960578918457,0.79,0.8
0.128635972738266,0.0322989821434021,0.8,0.81
0.06711277365684509,0.059830278158187866,0.81,0.8200000000000001
0.04619789123535156,0.08601382374763489,0.8200000000000001,0.8300000000000001
0.13774839043617249,0.007953524589538574,0.8300000000000001,0.84
0.0101870596408844,0.12377402186393738,0.84,0.85
0.011630743741989136,0.06807586550712585,0.85,0.86
0.08366146683692932,0.004037588834762573,0.86,0.87
0.0551016628742218,0.0033951103687286377,0.87,0.88
0.09795016050338745,0.005209296941757202,0.88,0.89
0.10674849152565002,0.010711193084716797,0.89,0.9
0.002173125743865967,0.9643337726593018,0.9,0.91
0.9440536499023438,6.866455078125e-05,0.91,0.92
0.9345995187759399,0.0005094408988952637,0.92,0.93
0.9470675587654114,0.0004738271236419678,0.93,0.9400000000000001
0.7830305099487305,0.003737509250640869,0.9400000000000001,0.9500000000000001
0.09486740827560425,0.15279576182365417,0.9500000000000001,0.96
0.16002598404884338,0.032990604639053345,0.96,0.97
0.038285911083221436,0.2509371042251587,0.97,0.98
0.8448082804679871,0.0023920834064483643,0.98,0.99
0.6129676103591919,0.186766117811203,0.99,1.0
