action,startend,xmin,xmax
0.26422613859176636,0.7275313138961792,0.0,0.01
0.9850120544433594,0.001914292573928833,0.01,0.02
0.9885472059249878,0.0008704066276550293,0.02,0.03
0.8309427499771118,0.07347771525382996,0.03,0.04
0.879980206489563,0.04088270664215088,0.04,0.05
0.716957151889801,0.19457268714904785,0.05,0.06
0.1657828986644745,0.7970438003540039,0.06,0.07
0.5449565649032593,0.07000258564949036,0.07,0.08
0.8048219680786133,0.005234241485595703,0.08,0.09
0.7391924858093262,0.01157522201538086,0.09,0.1
0.37068459391593933,0.043918341398239136,0.1,0.11
0.7744195461273193,0.0025263428688049316,0.11,0.12
0.6267869472503662,0.04008471965789795,0.12,0.13
0.9777821898460388,0.00445401668548584,0.13,0.14
0.996524453163147,0.0014503896236419678,0.14,0.15
0.9107147455215454,0.05840107798576355,0.15,0.16
0.16036885976791382,0.8446764945983887,0.16,0.17
0.7154302597045898,0.033853739500045776,0.17,0.18
0.6717779040336609,0.022713154554367065,0.18,0.19
0.8490056991577148,0.001053154468536377,0.19,0.2
0.08887925744056702,0.05857148766517639,0.2,0.21
0.0044183433055877686,0.4147299826145172,0.21,0.22
0.00568804144859314,0.2806018590927124,0.22,0.23
0.3888024389743805,0.0007529258728027344,0.23,0.24
0.15339019894599915,0.011754035949707031,0.24,0.25
0.028745174407958984,0.1979181170463562,0.25,0.26
0.07414847612380981,0.01439368724822998,0.26,0.27
0.03186526894569397,0.005865126848220825,0.27,0.28
6.690621376037598e-05,0.9679193496704102,0.28,0.29
2.1159648895263672e-05,0.9953083395957947,0.29,0.3
0.029270291328430176,0.005023956298828125,0.3,0.31
0.01042848825454712,0.009406894445419312,0.31,0.32
0.0009075403213500977,0.2988049387931824,0.32,0.33
0.007068216800689697,0.02248409390449524,0.33,0.34
0.005512148141860962,0.03517141938209534,0.34,0.35000000000000003
0.008218646049499512,0.0183466374874115,0.35000000000000003,0.36
0.11707577109336853,0.0002493560314178467,0.36,0.37
0.0064494311809539795,0.015151023864746094,0.37,0.38
0.0002047419548034668,0.7050114870071411,0.38,0.39
0.003618091344833374,0.0287187397480011,0.39,0.4
0.053013235330581665,0.00058707594871521,0.4,0.41000000000000003
0.014165878295898438,0.010752201080322266,0.41000000000000003,0.42
0.022431880235671997,0.006797164678573608,0.42,0.43
0.005709201097488403,0.043391644954681396,0.43,0.44
0.0009661614894866943,0.24758678674697876,0.44,0.45
0.008146792650222778,0.006297886371612549,0.45,0.46
0.004214823246002197,0.022795259952545166,0.46,0.47000000000000003
0.008268475532531738,0.012825697660446167,0.47000000000000003,0.48
0.02823120355606079,0.005784213542938232,0.48,0.49
0.048738688230514526,0.0016737282276153564,0.49,0.5
0.0028690695762634277,0.05390247702598572,0.5,0.51
0.0014927089214324951,0.03615701198577881,0.51,0.52
0.00010290741920471191,0.45176243782043457,0.52,0.53
0.00026237964630126953,0.19473472237586975,0.53,0.54
0.04028761386871338,0.00035393238067626953,0.54,0.55
0.03077632188796997,0.0013130903244018555,0.55,0.56
0.0026867687702178955,0.05098870396614075,0.56,0.5700000000000001
0.01623934507369995,0.0023699402809143066,0.5700000000000001,0.58
0.020432770252227783,0.0016117393970489502,0.58,0.59
0.0021684467792510986,0.05925711989402771,0.59,0.6
0.002580106258392334,0.07764899730682373,0.6,0.61
0.014451712369918823,0.007033228874206543,0.61,0.62
0.0035265684127807617,0.040900230407714844,0.62,0.63
0.004107236862182617,0.023900210857391357,0.63,0.64
0.0014100372791290283,0.06168097257614136,0.64,0.65
0.0003720223903656006,0.652767539024353,0.65,0.66
0.6227730512619019,0.00014016032218933105,0.66,0.67
0.9866381883621216,8.344650268554688e-06,0.67,0.68
0.9841954112052917,0.0001659691333770752,0.68,0.6900000000000001
0.5279721617698669,0.1580774188041687,0.6900000000000001,0.7000000000000001
0.5780348181724548,0.09633323550224304,0.7000000000000001,0.71
0.994921863079071,0.00015673041343688965,0.71,0.72
0.9107410311698914,0.01527702808380127,0.72,0.73
0.568405032157898,0.21213912963867188,0.73,0.74
0.9792750477790833,0.0016298890113830566,0.74,0.75
0.9432932138442993,0.030618637800216675,0.75,0.76
0.8632019758224487,0.2175006866455078,0.76,0.77
0.7763957977294922,0.05849647521972656,0.77,0.78
0.9221270084381104,0.0007393360137939453,0.78,0.79
0.3179432153701782,0.01811656355857849,0.79,0.8
0.21952494978904724,0.09895998239517212,0.8,0.81
0.7998855113983154,0.006066322326660156,0.81,0.8200000000000001
0.841259241104126,0.0067369043827056885,0.8200000000000001,0.8300000000000001
0.1528979241847992,0.6753084659576416,0.8300000000000001,0.84
0.29772624373435974,0.11197805404663086,0.84,0.85
0.8852331042289734,0.0010301172733306885,0.85,0.86
0.9795248508453369,0.00013557076454162598,0.86,0.87
0.9901130199432373,0.0002251267433166504,0.87,0.88
0.28392142057418823,0.8618001341819763,0.88,0.89
0.8959173560142517,0.06753990054130554,0.89,0.9
0.9704132676124573,0.024622678756713867,0.9,0.91
0.4792708158493042,0.8072246313095093,0.91,0.92
0.5987187623977661,0.5014671683311462,0.92,0.93
0.9611690044403076,0.0010593533515930176,0.93,0.9400000000000001
0.6390495300292969,0.0033656656742095947,0.9400000000000001,0.9500000000000001
0.015261322259902954,0.6521410346031189,0.9500000000000001,0.96
0.2418629229068756,0.020083844661712646,0.96,0.97
0.9323903322219849,0.0004315376281738281,0.97,0.98
0.3043963313102722,0.0986940860748291,0.98,0.99
0.27335619926452637,0.5316705107688904,0.99,1.0
