xmin,xmax,xmin_score,xmax_score,iou_score
0.17500000000000002,0.225,1.0,1.0,0.042444866
0.115,0.17500000000000002,1.0,1.0,0.77777755
0.225,0.265,1.0,1.0,0.04710946
0.215,0.265,1.0,1.0,0.047684375
0.185,0.265,1.0,1.0,0.048553202
0.185,0.225,1.0,1.0,0.04458754
0.115,0.185,1.0,1.0,0.71946275
0.625,0.665,1.0,1.0,0.7862675
0.615,0.665,1.0,1.0,0.7442937
0.125,0.17500000000000002,0.99999737739563,1.0,0.803349
0.125,0.185,0.99999737739563,1.0,0.70320743
0.17500000000000002,0.255,1.0,0.9999971389770508,0.042961426
0.185,0.255,1.0,0.9999971389770508,0.044802785
0.215,0.255,1.0,0.9999971389770508,0.044599
0.585,0.665,0.980839729309082,1.0,0.42686597
0.585,0.625,0.980839729309082,1.0,0.04710946
0.665,0.725,1.0,0.0001254551170859486,0.04217642
0.155,0.215,9.44691928452812e-05,1.0,0.11711057
0.155,0.225,9.44691928452812e-05,1.0,0.09277567
0.555,0.625,3.337493762956001e-05,1.0,0.049535528
0.555,0.615,3.337493762956001e-05,1.0,0.047438078
0.625,0.7050000000000001,1.0,2.4127191977640905e-07,0.34570464
0.665,0.7050000000000001,1.0,2.4127191977640905e-07,0.042734884
0.895,0.945,6.992210810352618e-09,1.0,0.04465023
0.895,0.935,6.992210810352618e-09,1.0,0.04465023
0.35500000000000004,0.435,1.0,3.8544728520051313e-10,0.04172544
0.365,0.435,0.999907374382019,3.8544728520051313e-10,0.04389064
0.855,0.935,3.826394062711458e-11,1.0,0.04465023
0.515,0.585,2.841953831555361e-13,0.980839729309082,0.24684608
0.495,0.585,9.063804123476268e-14,0.980839729309082,0.16861764
0.665,0.755,1.0,8.062372147123967e-15,0.04158635
0.035,0.115,5.486386982878977e-16,1.0,0.045383055
0.315,0.35500000000000004,1.1575705781898958e-16,1.0,0.58621615
0.265,0.315,1.0,1.1575705781898958e-16,0.6652624
0.255,0.315,0.9999971389770508,1.1575705781898958e-16,0.6141654
0.315,0.365,1.1575705781898958e-16,0.999907374382019,0.42415488
0.895,0.975,6.992210810352618e-09,5.045357021060681e-09,0.04465023
0.725,0.775,0.0001254551170859486,7.870775835553886e-14,0.044650238
0.515,0.555,2.841953831555361e-13,3.337493762956001e-05,0.36845714
0.07500000000000001,0.125,7.445577597862298e-18,0.99999737739563,0.047684614
0.495,0.555,9.063804123476268e-14,3.337493762956001e-05,0.19656527
0.055,0.115,1.3716359582166822e-18,1.0,0.044631124
0.055,0.125,1.3716359582166822e-18,0.99999737739563,0.04857445
0.855,0.895,3.826394062711458e-11,6.992210810352618e-09,0.04465023
0.7050000000000001,0.775,2.4127191977640905e-07,7.870775835553886e-14,0.044650257
0.395,0.465,9.376729082077873e-08,6.112172806728086e-14,0.044650238
0.7050000000000001,0.755,2.4127191977640905e-07,8.062372147123967e-15,0.044650268
0.07500000000000001,0.155,7.445577597862298e-18,9.44691928452812e-05,0.2863423
0.435,0.515,3.8544728520051313e-10,2.841953831555361e-13,0.044547774
0.435,0.495,3.8544728520051313e-10,9.063804123476268e-14,0.04465023
0.315,0.395,1.1575705781898958e-16,9.376729082077873e-08,0.26213613
0.775,0.855,7.870775835553886e-14,3.826394062711458e-11,0.04465023
0.935,0.995,1.0,2.5822372574790384e-26,0.04465023
0.945,0.995,1.0,2.5822372574790384e-26,0.04465023
0.465,0.515,6.112172806728086e-14,2.841953831555361e-13,0.04465023
0.035,0.07500000000000001,5.486386982878977e-16,7.445577597862298e-18,0.04465023
0.015,0.07500000000000001,7.358676638633432e-30,7.445577597862298e-18,0.04465023
0.015,0.055,7.358676638633432e-30,1.3716359582166822e-18,0.04465023
0.005,0.07500000000000001,0.0,7.445577597862298e-18,0.04465023
0.005,0.055,0.0,1.3716359582166822e-18,0.04465023
