xmin,xmax,xmin_score,xmax_score,iou_score
0.375,0.415,1.0,1.0,0.7862675
0.095,0.14500000000000002,1.0,1.0,0.80335957
0.14500000000000002,0.195,1.0,1.0,0.045921545
0.185,0.235,1.0,1.0,0.7442937
0.195,0.235,1.0,1.0,0.7862675
0.735,0.775,1.0,1.0,0.5295793
0.775,0.8150000000000001,1.0,1.0,0.45017222
0.805,0.855,1.0,1.0,0.6732035
0.045,0.095,8.962524299105379e-12,1.0,0.047684375
0.855,0.895,1.0,9.347235577781068e-15,0.042734884
0.685,0.735,2.0605634188490416e-16,1.0,0.047424406
0.07500000000000001,0.125,5.24176035909818e-09,8.373908788605887e-10,0.42758843
0.125,0.165,8.373908788605887e-10,1.4724466090854094e-10,0.22959943
0.915,0.965,3.781670496091601e-15,2.8632218320090156e-17,0.044649832
0.615,0.655,4.697828497740586e-13,1.2189131608676774e-23,0.044650238
0.005,0.045,0.0,8.962524299105379e-12,0.04465023
0.945,0.995,1.716662218912283e-16,0.0,0.044657644
