xmin,xmax,xmin_score,xmax_score,iou_score
0.375,0.425,1.0,1.0,0.045921545
0.07500000000000001,0.17500000000000002,1.0,1.0,0.7645552
0.735,0.775,1.0,1.0,0.78626716
0.725,0.775,1.0,1.0,0.7442933
0.185,0.225,1.0,1.0,0.7855386
0.17500000000000002,0.225,1.0,1.0,0.6732012
0.375,0.415,1.0,1.0,0.042770214
0.015,0.07500000000000001,1.0,1.0,0.046209615
0.025,0.07500000000000001,1.0,1.0,0.04762967
0.025,0.065,1.0,0.999991536140442,0.044536572
0.015,0.065,1.0,0.999991536140442,0.042729296
0.325,0.385,0.9999880790710448,1.0,0.7032174
0.225,0.325,1.0,0.9999880790710448,0.046431717
0.325,0.375,0.9999880790710448,1.0,0.80335754
0.325,0.415,0.9999880790710448,1.0,0.43073982
0.325,0.425,0.9999880790710448,1.0,0.3324033
0.415,0.515,1.0,0.999810516834259,0.81787336
0.425,0.515,1.0,0.999810516834259,0.80827814
0.6950000000000001,0.775,0.0004322835884522647,1.0,0.4275838
0.17500000000000002,0.265,1.0,0.00014109174662735313,0.31421137
0.225,0.265,1.0,0.00014109174662735313,0.04273712
0.185,0.265,1.0,0.00014109174662735313,0.33375522
0.265,0.325,0.00014109174662735313,0.9999880790710448,0.048160307
0.775,0.845,1.0,3.101013498962857e-05,0.04192181
0.385,0.455,1.0,7.495351383113302e-06,0.31803584
0.375,0.455,1.0,7.495351383113302e-06,0.25766414
0.455,0.515,7.495351383113302e-06,0.999810516834259,0.61774945
0.455,0.525,7.495351383113302e-06,0.7685540318489075,0.51335514
0.655,0.725,5.472339125844883e-06,1.0,0.044999942
0.655,0.735,5.472339125844883e-06,1.0,0.048899565
0.515,0.605,0.999810516834259,8.07847015948937e-08,0.04158651
0.225,0.305,1.0,6.306007094281084e-08,0.041795235
0.305,0.375,6.306007094281084e-08,1.0,0.71745694
0.305,0.385,6.306007094281084e-08,1.0,0.64649034
0.525,0.605,0.7685540318489075,8.07847015948937e-08,0.043768287
0.14500000000000002,0.225,1.3022718015065493e-08,1.0,0.41904765
0.07500000000000001,0.14500000000000002,1.0,1.3022718015065493e-08,0.6651547
0.065,0.14500000000000002,0.999991536140442,1.3022718015065493e-08,0.6558815
0.025,0.095,1.0,3.6268743563994117e-09,0.16922346
0.015,0.095,1.0,3.6268743563994117e-09,0.13471127
0.095,0.17500000000000002,3.6268743563994117e-09,1.0,0.6311336
0.095,0.185,3.6268743563994117e-09,1.0,0.5227247
0.655,0.6950000000000001,5.472339125844883e-06,0.0004322835884522647,0.044653106
0.735,0.795,1.0,2.0464313577051032e-10,0.56369734
0.725,0.795,1.0,2.0464313577051032e-10,0.49680728
0.605,0.6950000000000001,8.07847015948937e-08,0.0004322835884522647,0.0446513
0.775,0.875,1.0,6.960211920703508e-12,0.041447736
0.415,0.485,1.0,2.8715311378713082e-12,0.63721997
0.385,0.485,1.0,2.8715311378713082e-12,0.44087982
0.425,0.485,1.0,2.8715311378713082e-12,0.6662273
0.485,0.525,2.8715311378713082e-12,0.7685540318489075,0.36296695
0.605,0.655,8.07847015948937e-08,5.472339125844883e-06,0.04465023
0.6950000000000001,0.795,0.0004322835884522647,2.0464313577051032e-10,0.2783354
0.795,0.845,2.0464313577051032e-10,3.101013498962857e-05,0.044650238
0.455,0.545,7.495351383113302e-06,2.3849938690645445e-10,0.35535443
0.845,0.915,3.101013498962857e-05,2.346700438138339e-11,0.04465023
0.095,0.14500000000000002,3.6268743563994117e-09,1.3022718015065493e-08,0.49717876
0.545,0.605,2.3849938690645445e-10,8.07847015948937e-08,0.04465023
0.915,0.975,2.346700438138339e-11,2.0606830020142297e-08,0.04465023
0.875,0.975,6.960211920703508e-12,2.0606830020142297e-08,0.04465023
0.125,0.225,1.2091019374929079e-20,1.0,0.45782438
0.025,0.125,1.0,1.2091019374929079e-20,0.35457367
0.07500000000000001,0.125,1.0,1.2091019374929079e-20,0.6652619
0.125,0.17500000000000002,1.2091019374929079e-20,1.0,0.6011169
0.125,0.185,1.2091019374929079e-20,1.0,0.39983985
0.065,0.125,0.999991536140442,1.2091019374929079e-20,0.6141646
0.795,0.875,2.0464313577051032e-10,6.960211920703508e-12,0.044524934
0.485,0.545,2.8715311378713082e-12,2.3849938690645445e-10,0.25287178
0.875,0.915,6.960211920703508e-12,2.346700438138339e-11,0.04465023
0.875,0.945,6.960211920703508e-12,5.864997073071199e-13,0.04465023
0.915,0.995,2.346700438138339e-11,6.365259479660452e-26,0.04465023
0.945,0.995,5.864997073071199e-13,6.365259479660452e-26,0.04465023
0.005,0.095,0.0,3.6268743563994117e-09,0.121366866
0.005,0.07500000000000001,0.0,1.0,0.051840615
0.005,0.065,0.0,0.999991536140442,0.049440246
