xmin,xmax,xmin_score,xmax_score,iou_score
0.135,0.185,1.0,1.0,0.7442937
0.135,0.205,1.0,9.331589012617769e-07,0.49680746
0.14500000000000002,0.205,1.0,9.331589012617769e-07,0.5636974
0.185,0.225,1.0,2.9535837597904896e-07,0.042735033
0.14500000000000002,0.225,1.0,2.9535837597904896e-07,0.34570503
0.755,0.8250000000000001,8.937924889096395e-08,1.0,0.044651024
0.755,0.8350000000000001,8.937924889096395e-08,1.0,0.04454834
0.755,0.845,8.937924889096395e-08,1.0,0.04578251
0.185,0.255,1.0,4.683488596946007e-10,0.041922137
0.795,0.8350000000000001,1.2144935057634143e-10,1.0,0.04465146
0.795,0.855,1.2144935057634143e-10,1.0,0.04815981
0.795,0.845,1.2144935057634143e-10,1.0,0.044380087
0.875,0.945,9.505469328319194e-11,1.0,0.64801085
0.875,0.955,9.505469328319194e-11,1.0,0.5822329
0.8250000000000001,0.875,1.0,9.505469328319194e-11,0.2676215
0.095,0.14500000000000002,3.679993050738351e-13,1.0,0.047682967
0.095,0.135,3.679993050738351e-13,1.0,0.044594284
0.845,0.925,1.0,1.7345894414832338e-13,0.6942924
0.8350000000000001,0.925,1.0,1.7345894414832338e-13,0.6489549
0.855,0.925,1.0,1.7345894414832338e-13,0.6941335
0.335,0.425,4.555933628580533e-05,7.687467884487378e-10,0.04465023
0.255,0.335,4.683488596946007e-10,4.555933628580533e-05,0.04465018
0.205,0.255,9.331589012617769e-07,4.683488596946007e-10,0.044650797
0.755,0.795,8.937924889096395e-08,1.2144935057634143e-10,0.04465018
0.675,0.755,1.3409118650511975e-12,8.937924889096395e-08,0.044650614
0.795,0.875,1.2144935057634143e-10,9.505469328319194e-11,0.14060247
0.425,0.465,7.687467884487378e-10,7.123597718650122e-12,0.04465023
0.6950000000000001,0.755,7.103244765454162e-16,8.937924889096395e-08,0.044650666
0.055,0.135,5.330141285606227e-23,1.0,0.045409802
0.875,0.925,9.505469328319194e-11,1.7345894414832338e-13,0.5017923
0.655,0.6950000000000001,4.04423161626255e-09,7.103244765454162e-16,0.044650238
0.275,0.335,1.7099335451028406e-20,4.555933628580533e-05,0.04465023
0.205,0.275,9.331589012617769e-07,1.7099335451028406e-20,0.044650566
0.655,0.725,4.04423161626255e-09,3.6020394546524955e-18,0.04465019
0.225,0.275,2.9535837597904896e-07,1.7099335451028406e-20,0.044650614
0.725,0.795,3.6020394546524955e-18,1.2144935057634143e-10,0.044650484
0.5650000000000001,0.655,2.342369992066743e-20,4.04423161626255e-09,0.044650238
0.465,0.535,7.123597718650122e-12,1.1614138578391642e-17,0.04465035
0.425,0.505,7.687467884487378e-10,2.6183111436246108e-20,0.04465021
0.675,0.725,1.3409118650511975e-12,3.6020394546524955e-18,0.04465018
0.605,0.655,1.1724958026544556e-21,4.04423161626255e-09,0.044650257
0.335,0.385,4.555933628580533e-05,9.352162939255082e-29,0.04465023
0.605,0.675,1.1724958026544556e-21,1.3409118650511975e-12,0.044650268
0.055,0.095,5.330141285606227e-23,3.679993050738351e-13,0.044717185
0.925,0.985,1.7345894414832338e-13,3.59182017440787e-24,0.11711162
0.535,0.605,1.1614138578391642e-17,1.1724958026544556e-21,0.04465023
0.385,0.465,9.352162939255082e-29,7.123597718650122e-12,0.04465023
0.505,0.5650000000000001,2.6183111436246108e-20,2.342369992066743e-20,0.04465035
0.015,0.095,2.1763067146293306e-31,3.679993050738351e-13,0.044681624
0.365,0.425,3.498009743869003e-36,7.687467884487378e-10,0.04465023
0.035,0.095,1.049973479879175e-34,3.679993050738351e-13,0.044697043
0.015,0.055,2.1763067146293306e-31,5.330141285606227e-23,0.04465023
0.275,0.365,1.7099335451028406e-20,3.498009743869003e-36,0.04465023
0.925,0.995,1.7345894414832338e-13,0.0,0.09277622
0.005,0.055,0.0,5.330141285606227e-23,0.04465023
0.945,0.995,1.0,0.0,0.042444866
