xmin,xmax,xmin_score,xmax_score,iou_score
0.8250000000000001,0.925,1.0,0.9999986886978148,0.80620575
0.8250000000000001,0.905,1.0,3.2604450250772743e-09,0.7040213
0.8150000000000001,0.905,1.0,3.2604450250772743e-09,0.7159259
0.8250000000000001,0.875,1.0,5.178592624166534e-11,0.6652624
0.8150000000000001,0.875,1.0,5.178592624166534e-11,0.6141654
0.875,0.925,5.178592624166534e-11,0.9999986886978148,0.60718375
0.435,0.535,1.4911785228832741e-06,1.5647961149056755e-08,0.044746414
0.155,0.255,4.824712362960781e-08,4.776427999786392e-07,0.04465265
0.735,0.8150000000000001,1.9475665925892245e-14,1.0,0.045383114
0.735,0.8250000000000001,1.9475665925892245e-14,1.0,0.049130842
0.435,0.495,1.4911785228832741e-06,2.4055444303172635e-09,0.044816185
0.645,0.7050000000000001,3.0773094295000185e-08,7.040296168270288e-08,0.04465023
0.335,0.435,1.2849626918054467e-09,1.4911785228832741e-06,0.04465042
0.255,0.335,4.776427999786392e-07,1.2849626918054467e-09,0.044649575
0.855,0.925,5.077215012213579e-16,0.9999986886978148,0.6229278
0.435,0.475,1.4911785228832741e-06,6.134735081042564e-11,0.044641748
0.395,0.495,1.6190103480084872e-08,2.4055444303172635e-09,0.04472253
0.495,0.535,2.4055444303172635e-09,1.5647961149056755e-08,0.0446335
0.5750000000000001,0.645,9.812022305766277e-10,3.0773094295000185e-08,0.044635486
0.205,0.255,4.74628253366305e-11,4.776427999786392e-07,0.044656858
0.335,0.395,1.2849626918054467e-09,1.6190103480084872e-08,0.0446505
0.035,0.115,3.7772036165506506e-08,5.05963659858111e-10,0.044861224
0.535,0.5750000000000001,1.5647961149056755e-08,9.812022305766277e-10,0.044720292
0.275,0.335,5.549194437293181e-09,1.2849626918054467e-09,0.04465023
0.435,0.515,1.4911785228832741e-06,1.971627505356621e-12,0.0447469
0.495,0.5750000000000001,2.4055444303172635e-09,9.812022305766277e-10,0.04465018
0.155,0.205,4.824712362960781e-08,4.74628253366305e-11,0.04465021
0.085,0.155,4.426748551056292e-11,4.824712362960781e-08,0.04465023
0.035,0.085,3.7772036165506506e-08,4.426748551056292e-11,0.04514517
0.395,0.475,1.6190103480084872e-08,6.134735081042564e-11,0.044643242
0.475,0.535,6.134735081042564e-11,1.5647961149056755e-08,0.044772767
0.205,0.275,4.74628253366305e-11,5.549194437293181e-09,0.044654064
0.905,0.955,3.2604450250772743e-09,6.11620545876157e-11,0.15868226
0.475,0.5750000000000001,6.134735081042564e-11,9.812022305766277e-10,0.044702277
0.115,0.205,5.05963659858111e-10,4.74628253366305e-11,0.04465021
0.155,0.225,4.824712362960781e-08,2.4548006856417453e-13,0.04465018
0.055,0.155,1.3531845999628644e-13,4.824712362960781e-08,0.044591147
0.755,0.8250000000000001,5.310095231910181e-21,1.0,0.04857447
0.755,0.8150000000000001,5.310095231910181e-21,1.0,0.0446312
0.875,0.955,5.178592624166534e-11,6.11620545876157e-11,0.32800004
0.515,0.5750000000000001,1.971627505356621e-12,9.812022305766277e-10,0.04468467
0.225,0.275,2.4548006856417453e-13,5.549194437293181e-09,0.044656068
0.645,0.735,3.0773094295000185e-08,1.9475665925892245e-14,0.04465023
0.055,0.115,1.3531845999628644e-13,5.05963659858111e-10,0.04458866
0.5750000000000001,0.675,9.812022305766277e-10,2.036599072708072e-14,0.04463514
0.855,0.905,5.077215012213579e-16,3.2604450250772743e-09,0.49792877
0.595,0.645,4.117363463695986e-18,3.0773094295000185e-08,0.044649098
0.535,0.595,1.5647961149056755e-08,4.117363463695986e-18,0.04478649
0.35500000000000004,0.435,2.989954183998022e-20,1.4911785228832741e-06,0.044650394
0.855,0.955,5.077215012213579e-16,6.11620545876157e-11,0.3932453
0.255,0.35500000000000004,4.776427999786392e-07,2.989954183998022e-20,0.04464961
0.495,0.595,2.4055444303172635e-09,4.117363463695986e-18,0.044743806
0.675,0.735,2.036599072708072e-14,1.9475665925892245e-14,0.04465023
0.7050000000000001,0.755,7.040296168270288e-08,5.310095231910181e-21,0.04465023
0.275,0.35500000000000004,5.549194437293181e-09,2.989954183998022e-20,0.04465019
0.515,0.595,1.971627505356621e-12,4.117363463695986e-18,0.044776212
0.925,0.995,0.9999986886978148,1.5242712359542013e-30,0.041984193
0.595,0.675,4.117363463695986e-18,2.036599072708072e-14,0.0446444
0.675,0.755,2.036599072708072e-14,5.310095231910181e-21,0.04465023
0.755,0.855,5.310095231910181e-21,5.077215012213579e-16,0.21603677
0.905,0.995,3.2604450250772743e-09,1.5242712359542013e-30,0.065725915
0.005,0.085,0.0,4.426748551056292e-11,0.044997845
0.005,0.055,0.0,1.3531845999628644e-13,0.045263518
