xmin,xmax,xmin_score,xmax_score,iou_score
0.655,0.7050000000000001,1.0,1.0,0.7442937
0.7050000000000001,0.755,1.0,1.0,0.04592175
0.665,0.7050000000000001,1.0,1.0,0.7862675
0.755,0.805,1.0,0.9999982118606568,0.8033581
0.805,0.855,0.9999982118606568,4.3762835844063385e-07,0.042455923
0.745,0.785,1.0,1.9416870888910864e-11,0.5230111
0.065,0.115,1.384164782791686e-08,5.482733104145154e-05,0.044650238
0.615,0.665,3.212478297699023e-13,1.0,0.047684375
0.615,0.655,3.212478297699023e-13,1.0,0.044599
0.005,0.045,4.061798009047379e-09,4.9000936996890225e-05,0.04465029
0.875,0.915,2.275907240445463e-10,5.736622483709652e-07,0.044650257
0.195,0.235,7.66098153803796e-08,9.51857272472531e-14,0.04465023
0.365,0.415,1.6331755392506864e-11,1.221129995081574e-13,0.04465023
0.915,0.955,5.736622483709652e-07,3.2477333896728103e-19,0.04465023
0.485,0.535,1.5187282744819474e-15,8.071449799219692e-15,0.04465023
0.155,0.195,9.568631330917334e-25,7.66098153803796e-08,0.04465023
0.535,0.5750000000000001,8.071449799219692e-15,5.167414048335278e-22,0.04465023
