xmin,xmax,xmin_score,xmax_score,iou_score
0.685,0.735,1.0,1.0,0.6592088
0.735,0.775,1.0,1.0,0.67373985
0.795,0.8350000000000001,1.0,1.0,0.60631377
0.215,0.255,8.648735274618957e-06,1.0,0.04467261
0.805,0.855,1.0,2.0972915848460616e-08,0.4215913
0.855,0.895,2.0972915848460616e-08,1.0,0.044650238
0.655,0.6950000000000001,1.9466338263551825e-11,1.0,0.04710946
0.375,0.415,1.505847211518991e-14,2.4056513225900744e-08,0.04465023
0.255,0.305,1.0,3.104066687848813e-23,0.044648476
0.615,0.655,2.645694029881873e-25,1.9466338263551825e-11,0.04465023
0.535,0.585,9.871606388185362e-20,1.1422257905288023e-18,0.04465023
0.325,0.375,2.6963378786087356e-36,1.505847211518991e-14,0.04465023
0.305,0.34500000000000003,3.104066687848813e-23,2.1220200345196557e-31,0.04465023
0.005,0.045,0.0,1.0,0.04710946
