xmin,xmax,xmin_score,xmax_score,iou_score
0.255,0.34500000000000003,1.0,1.0,0.8082853
0.105,0.165,1.0,1.0,0.7032195
0.165,0.255,1.0,1.0,0.048601802
0.155,0.245,1.0,1.0,0.04319649
0.165,0.245,1.0,1.0,0.04506147
0.105,0.155,1.0,1.0,0.80335957
0.645,0.725,0.007736683823168278,8.678281204765881e-08,0.044650268
0.555,0.645,2.6819582998882652e-08,0.007736683823168278,0.04465023
0.725,0.805,8.678281204765881e-08,4.955422264174558e-05,0.04465021
0.8350000000000001,0.905,7.110421051947924e-07,2.3922871150716674e-06,0.044648938
0.055,0.105,3.1520247431018535e-14,1.0,0.047684375
0.905,0.955,2.3922871150716674e-06,1.8229211473652638e-09,0.04465807
0.275,0.35500000000000004,4.201396920796262e-15,1.0,0.58220404
0.275,0.34500000000000003,4.201396920796262e-15,1.0,0.64798254
0.585,0.645,4.5378447093707974e-13,0.007736683823168278,0.04465023
0.765,0.805,1.1501767420429855e-11,4.955422264174558e-05,0.04465023
0.675,0.725,5.75833880578358e-10,8.678281204765881e-08,0.04465023
0.515,0.555,1.2939814775236867e-09,2.6819582998882652e-08,0.04465023
0.555,0.625,2.6819582998882652e-08,8.909237791954182e-10,0.04465023
0.765,0.8350000000000001,1.1501767420429855e-11,7.110421051947924e-07,0.044651944
0.8350000000000001,0.925,7.110421051947924e-07,6.534848617095745e-12,0.044653438
0.605,0.645,1.8529991862644568e-16,0.007736683823168278,0.04465023
0.725,0.765,8.678281204765881e-08,1.1501767420429855e-11,0.04465023
0.35500000000000004,0.445,1.0,8.222249218044342e-19,0.043603446
0.625,0.675,8.909237791954182e-10,5.75833880578358e-10,0.04465029
0.745,0.805,4.474239256238437e-16,4.955422264174558e-05,0.04465023
0.675,0.765,5.75833880578358e-10,1.1501767420429855e-11,0.04465023
0.305,0.35500000000000004,3.975909449411834e-21,1.0,0.42415512
0.305,0.34500000000000003,3.975909449411834e-21,1.0,0.58621615
0.255,0.305,1.0,3.975909449411834e-21,0.6652624
0.245,0.305,1.0,3.975909449411834e-21,0.6141654
0.515,0.585,1.2939814775236867e-09,4.5378447093707974e-13,0.04465023
0.585,0.625,4.5378447093707974e-13,8.909237791954182e-10,0.04465023
0.165,0.225,1.0,2.5379438146605743e-23,0.043985512
0.155,0.225,1.0,2.5379438146605743e-23,0.04192179
0.805,0.885,4.955422264174558e-05,2.5791158042218967e-19,0.04465674
0.555,0.605,2.6819582998882652e-08,1.8529991862644568e-16,0.04465023
0.905,0.995,2.3922871150716674e-06,1.1922974886990803e-19,0.044652946
0.675,0.745,5.75833880578358e-10,4.474239256238437e-16,0.04465023
0.515,0.605,1.2939814775236867e-09,1.8529991862644568e-16,0.04465023
0.8350000000000001,0.885,7.110421051947924e-07,2.5791158042218967e-19,0.044649854
0.605,0.675,1.8529991862644568e-16,5.75833880578358e-10,0.044650268
0.445,0.515,8.222249218044342e-19,1.2939814775236867e-09,0.04465029
0.885,0.955,2.5791158042218967e-19,1.8229211473652638e-09,0.044656288
0.055,0.135,3.1520247431018535e-14,7.031481804822175e-15,0.28634605
0.385,0.445,6.909068456240064e-11,8.222249218044342e-19,0.04465023
0.885,0.925,2.5791158042218967e-19,6.534848617095745e-12,0.04466174
0.925,0.995,6.534848617095745e-12,1.1922974886990803e-19,0.044649772
0.305,0.385,3.975909449411834e-21,6.909068456240064e-11,0.26213586
0.475,0.555,3.2436643024976286e-24,2.6819582998882652e-08,0.04465029
0.385,0.475,6.909068456240064e-11,3.2436643024976286e-24,0.04465023
0.135,0.225,7.031481804822175e-15,2.5379438146605743e-23,0.06573079
0.225,0.275,2.5379438146605743e-23,4.201396920796262e-15,0.2677099
0.225,0.305,2.5379438146605743e-23,3.975909449411834e-21,0.4735043
0.005,0.055,0.0,3.1520247431018535e-14,0.04465023
