xmin,xmax,xmin_score,xmax_score,iou_score
0.725,0.795,1.0,1.0,0.044371888
0.735,0.795,1.0,1.0,0.044597548
0.735,0.805,1.0,1.0,0.048511934
0.725,0.805,1.0,1.0,0.048191205
0.915,0.985,0.9999983310699464,1.0,0.28707093
0.915,0.975,0.9999983310699464,1.0,0.39647353
0.385,0.435,1.0,0.9999970197677612,0.74429363
0.805,0.905,1.0,0.991353452205658,0.8058963
0.905,0.975,0.991353452205658,1.0,0.28551295
0.905,0.985,0.991353452205658,1.0,0.21386966
0.905,0.945,0.991353452205658,0.8737744688987732,0.050256155
0.435,0.515,0.9999970197677612,0.0004095843178220093,0.041732766
0.395,0.495,1.0,9.122243938008976e-08,0.22583781
0.435,0.495,0.9999970197677612,9.122243938008976e-08,0.04217642
0.665,0.725,1.4312577512054503e-10,1.0,0.06610959
0.665,0.735,1.4312577512054503e-10,1.0,0.062094595
0.005,0.045,1.0,9.372427139942022e-11,0.047560528
0.365,0.435,7.824162845393445e-11,0.9999970197677612,0.5263912
0.795,0.8350000000000001,1.0,3.093352310412634e-11,0.5216817
0.8350000000000001,0.915,3.093352310412634e-11,0.9999983310699464,0.54728204
0.8350000000000001,0.905,3.093352310412634e-11,0.991353452205658,0.6225374
0.635,0.735,3.648377606968456e-12,1.0,0.05924312
0.635,0.725,3.648377606968456e-12,1.0,0.054902665
0.725,0.775,1.0,7.598810390970357e-16,0.043591496
0.735,0.775,1.0,7.598810390970357e-16,0.044636186
0.305,0.385,1.1107010688447632e-16,1.0,0.045382936
0.305,0.395,1.1107010688447632e-16,1.0,0.049130723
0.28500000000000003,0.385,4.899163458919253e-17,1.0,0.046058953
0.515,0.605,0.0004095843178220093,1.5095455267732927e-14,0.04485904
0.135,0.205,1.0729906326374095e-15,2.329921517230105e-05,0.04465023
0.17500000000000002,0.245,1.0090998175948941e-10,2.2707603852811786e-10,0.04465023
0.515,0.585,0.0004095843178220093,9.742587848569987e-18,0.044903483
0.205,0.305,2.329921517230105e-05,1.1107010688447632e-16,0.04465023
0.205,0.28500000000000003,2.329921517230105e-05,4.899163458919253e-17,0.04465023
0.605,0.665,1.5095455267732927e-14,1.4312577512054503e-10,0.04465023
0.795,0.865,1.0,9.512438796486178e-25,0.63722074
0.805,0.865,1.0,9.512438796486178e-25,0.6662282
0.865,0.915,9.512438796486178e-25,0.9999983310699464,0.42572084
0.865,0.905,9.512438796486178e-25,0.991353452205658,0.5859126
0.495,0.585,9.122243938008976e-08,9.742587848569987e-18,0.044836767
0.865,0.945,9.512438796486178e-25,0.8737744688987732,0.22729407
0.105,0.17500000000000002,4.344531089322134e-15,1.0090998175948941e-10,0.04465023
0.045,0.105,9.372427139942022e-11,4.344531089322134e-15,0.044409856
0.135,0.17500000000000002,1.0729906326374095e-15,1.0090998175948941e-10,0.04465023
0.045,0.135,9.372427139942022e-11,1.0729906326374095e-15,0.04441531
0.025,0.105,1.9440438842055485e-11,4.344531089322134e-15,0.04548094
0.245,0.305,2.2707603852811786e-10,1.1107010688447632e-16,0.04465023
0.775,0.8350000000000001,7.598810390970357e-16,3.093352310412634e-11,0.3542652
0.245,0.28500000000000003,2.2707603852811786e-10,4.899163458919253e-17,0.04465023
0.305,0.365,1.1107010688447632e-16,7.824162845393445e-11,0.04465023
0.28500000000000003,0.365,4.899163458919253e-17,7.824162845393445e-11,0.04465023
0.585,0.665,9.742587848569987e-18,1.4312577512054503e-10,0.04465023
0.585,0.635,9.742587848569987e-18,3.648377606968456e-12,0.04465023
0.495,0.545,9.122243938008976e-08,1.2743551033919794e-28,0.04503012
0.415,0.515,4.73178699010259e-36,0.0004095843178220093,0.060653444
0.775,0.865,7.598810390970357e-16,9.512438796486178e-25,0.50946724
0.545,0.635,1.2743551033919794e-28,3.648377606968456e-12,0.044614118
0.545,0.605,1.2743551033919794e-28,1.5095455267732927e-14,0.044613913
0.415,0.495,4.73178699010259e-36,9.122243938008976e-08,0.07747288
0.365,0.415,7.824162845393445e-11,4.73178699010259e-36,0.26791024
0.905,0.995,0.991353452205658,0.0,0.15067555
0.915,0.995,0.9999983310699464,0.0,0.21455441
0.945,0.995,0.8737744688987732,0.0,0.42212704
