xmin,xmax,xmin_score,xmax_score,iou_score
0.035,0.07500000000000001,1.0,1.0,0.78553736
0.745,0.8350000000000001,1.0,1.0,0.04578257
0.025,0.07500000000000001,1.0,1.0,0.6731986
0.465,0.525,1.0,1.0,0.80895877
0.755,0.845,0.9973978996276855,1.0,0.049130723
0.755,0.8350000000000001,0.9973978996276855,1.0,0.045382936
0.845,0.935,1.0,0.5250470042228699,0.78971225
0.445,0.525,1.7570278032508213e-07,1.0,0.7480723
0.525,0.585,1.0,7.862340639652744e-11,0.042176403
0.845,0.895,1.0,6.472419822323161e-11,0.6652624
0.8350000000000001,0.895,1.0,6.472419822323161e-11,0.6141654
0.895,0.945,6.472419822323161e-11,0.9999995231628418,0.5103516
0.375,0.465,5.503715538868192e-11,1.0,0.04913016
0.895,0.935,6.472419822323161e-11,0.5250470042228699,0.5696856
0.525,0.615,1.0,6.054843583978842e-13,0.041586313
0.775,0.845,4.772555641701162e-14,1.0,0.048574273
0.775,0.8350000000000001,4.772555641701162e-14,1.0,0.04463096
0.745,0.8150000000000001,1.0,1.6097371577524462e-14,0.04465023
0.755,0.8150000000000001,0.9973978996276855,1.6097371577524462e-14,0.04465023
0.525,0.5650000000000001,1.0,1.2302778018870612e-17,0.042734884
0.375,0.445,5.503715538868192e-11,1.7570278032508213e-07,0.0446485
0.07500000000000001,0.135,1.0,3.0358113323238585e-20,0.042176403
0.405,0.465,4.667659835395259e-21,1.0,0.04816033
0.585,0.635,7.862340639652744e-11,5.888696214678691e-12,0.04465023
0.205,0.28500000000000003,5.907080935507736e-10,1.726878189056702e-13,0.044650257
0.35500000000000004,0.445,3.167024690746103e-16,1.7570278032508213e-07,0.04437742
0.315,0.375,3.247297450468395e-13,5.503715538868192e-11,0.044664156
0.28500000000000003,0.375,1.726878189056702e-13,5.503715538868192e-11,0.04465761
0.8150000000000001,0.895,1.6097371577524462e-14,6.472419822323161e-11,0.4735043
0.17500000000000002,0.245,1.401365135045296e-10,1.1790967294042818e-16,0.04465032
0.775,0.8150000000000001,4.772555641701162e-14,1.6097371577524462e-14,0.04465023
0.315,0.35500000000000004,3.247297450468395e-13,3.167024690746103e-16,0.04464974
0.5650000000000001,0.635,1.2302778018870612e-17,5.888696214678691e-12,0.04465023
0.28500000000000003,0.35500000000000004,1.726878189056702e-13,3.167024690746103e-16,0.04464969
0.245,0.315,1.1790967294042818e-16,3.247297450468395e-13,0.04465023
0.7050000000000001,0.755,2.93464989630808e-29,0.9973978996276855,0.04465023
0.245,0.28500000000000003,1.1790967294042818e-16,1.726878189056702e-13,0.04465023
0.135,0.205,3.0358113323238585e-20,5.907080935507736e-10,0.044650257
0.5650000000000001,0.615,1.2302778018870612e-17,6.054843583978842e-13,0.04465023
0.135,0.17500000000000002,3.0358113323238585e-20,1.401365135045296e-10,0.04465023
0.315,0.405,3.247297450468395e-13,4.667659835395259e-21,0.044657756
0.35500000000000004,0.405,3.167024690746103e-16,4.667659835395259e-21,0.0446635
0.635,0.7050000000000001,5.888696214678691e-12,2.93464989630808e-29,0.04465023
0.615,0.7050000000000001,6.054843583978842e-13,2.93464989630808e-29,0.04465023
0.7050000000000001,0.775,2.93464989630808e-29,4.772555641701162e-14,0.04465023
0.935,0.995,0.5250470042228699,0.0,0.044256326
0.005,0.07500000000000001,0.0,1.0,0.51745003
0.945,0.995,0.9999995231628418,0.0,0.043280266
