xmin,xmax,xmin_score,xmax_score,iou_score
0.34500000000000003,0.405,1.0,1.0,0.8089587
0.34500000000000003,0.415,1.0,1.0,0.7327331
0.635,0.7050000000000001,1.0,1.0,0.043898433
0.635,0.6950000000000001,1.0,1.0,0.04399561
0.535,0.625,1.0,0.9999994039535522,0.80828524
0.625,0.7050000000000001,0.9999994039535522,1.0,0.041731678
0.625,0.6950000000000001,0.9999994039535522,1.0,0.041931022
0.665,0.7050000000000001,0.0028019787278026342,1.0,0.044667408
0.625,0.665,0.9999994039535522,0.0028019787278026342,0.04273564
0.375,0.415,3.3235625096494914e-07,1.0,0.3629299
0.525,0.5650000000000001,1.0,6.772198357651861e-09,0.5216817
0.5650000000000001,0.635,6.772198357651861e-09,1.0,0.5133342
0.5650000000000001,0.625,6.772198357651861e-09,0.9999994039535522,0.61775696
0.405,0.485,1.0,1.3957532907227232e-09,0.041725338
0.415,0.485,1.0,1.3957532907227232e-09,0.04389056
0.485,0.525,1.3957532907227232e-09,1.0,0.044599414
0.485,0.535,1.3957532907227232e-09,1.0,0.047684688
0.905,0.945,1.5264985185180907e-13,0.9999996423721312,0.04710948
0.405,0.465,1.0,6.968972382677409e-14,0.042176403
0.415,0.465,1.0,6.968972382677409e-14,0.044233903
0.465,0.525,6.968972382677409e-14,1.0,0.044631224
0.465,0.535,6.968972382677409e-14,1.0,0.04857447
0.005,0.085,1.0,5.661078634404231e-14,0.04465023
0.6950000000000001,0.765,1.0,4.686228838925729e-15,0.04464988
0.7050000000000001,0.765,1.0,4.686228838925729e-15,0.04465023
0.14500000000000002,0.225,8.002148249586227e-11,5.154417976882543e-07,0.044652924
0.485,0.5650000000000001,1.3957532907227232e-09,6.772198357651861e-09,0.28537288
0.885,0.945,3.416500982100473e-18,0.9999996423721312,0.04816033
0.6950000000000001,0.745,1.0,5.339670977776786e-21,0.044650145
0.34500000000000003,0.435,1.0,3.0124707228572807e-22,0.5762134
0.905,0.985,1.5264985185180907e-13,8.876687163095197e-10,0.40765908
0.665,0.745,0.0028019787278026342,5.339670977776786e-21,0.044655852
0.765,0.805,4.686228838925729e-15,2.791300302007471e-09,0.04465023
0.085,0.14500000000000002,5.661078634404231e-14,8.002148249586227e-11,0.04465023
0.315,0.375,1.054168567932684e-17,3.3235625096494914e-07,0.3542652
0.845,0.905,4.3762580365092055e-12,1.5264985185180907e-13,0.04465023
0.14500000000000002,0.195,8.002148249586227e-11,7.274884345512224e-16,0.044654407
0.765,0.845,4.686228838925729e-15,4.3762580365092055e-12,0.044650238
0.805,0.885,2.791300302007471e-09,3.416500982100473e-18,0.044650257
0.035,0.085,2.4331236556248383e-14,5.661078634404231e-14,0.04465023
0.375,0.435,3.3235625096494914e-07,3.0124707228572807e-22,0.25285682
0.195,0.255,7.274884345512224e-16,2.4179954777802867e-14,0.044650156
0.845,0.885,4.3762580365092055e-12,3.416500982100473e-18,0.04465023
0.745,0.805,5.339670977776786e-21,2.791300302007471e-09,0.04465023
0.435,0.485,3.0124707228572807e-22,1.3957532907227232e-09,0.04465023
0.255,0.315,2.4179954777802867e-14,1.054168567932684e-17,0.04465023
0.905,0.995,1.5264985185180907e-13,0.0,0.5466695
0.945,0.995,0.9999996423721312,0.0,0.7497969
