xmin,xmax,xmin_score,xmax_score,iou_score
0.325,0.375,1.0,1.0,0.71817803
0.745,0.785,0.9888344407081604,1.0,0.51188576
0.775,0.8250000000000001,1.0,0.4755845069885254,0.06345983
0.785,0.8250000000000001,1.0,0.4755845069885254,0.06966966
0.745,0.8250000000000001,0.9888344407081604,0.4755845069885254,0.15019573
0.725,0.785,0.10761945694684982,1.0,0.39956126
0.725,0.775,0.10761945694684982,1.0,0.46459633
0.275,0.325,0.03702094405889511,1.0,0.07295004
0.275,0.335,0.03702094405889511,1.0,0.07109398
0.675,0.745,0.006501378491520882,0.9888344407081604,0.23680241
0.305,0.375,0.0018674189923331141,1.0,0.4692827
0.675,0.725,0.006501378491520882,0.10761945694684982,0.43781018
0.8250000000000001,0.885,0.4755845069885254,0.0010146582499146461,0.06357785
0.015,0.065,0.06565265357494354,0.0014261070173233747,0.06781062
0.8250000000000001,0.915,0.4755845069885254,0.00014827858831267804,0.17970386
0.885,0.935,0.0010146582499146461,0.04543120786547662,0.6900241
0.935,0.985,0.04543120786547662,0.0006814023945480585,0.31001225
0.375,0.455,1.0,1.7015890989569016e-05,0.418505
0.785,0.855,1.0,8.0078530118044e-07,0.06731706
0.775,0.855,1.0,8.0078530118044e-07,0.0630273
0.535,0.615,0.013793697580695152,1.805493411666248e-05,0.25410944
0.455,0.535,1.7015890989569016e-05,0.013793697580695152,0.20620903
0.235,0.325,2.114733916869227e-07,1.0,0.3198367
0.615,0.675,1.805493411666248e-05,0.006501378491520882,0.486336
0.915,0.985,0.00014827858831267804,0.0006814023945480585,0.4260519
0.855,0.935,8.0078530118044e-07,0.04543120786547662,0.47248563
0.535,0.585,0.013793697580695152,1.4568381629942449e-06,0.56858903
0.125,0.17500000000000002,2.2234283392208448e-07,0.0624581128358841,0.62278897
0.17500000000000002,0.235,0.0624581128358841,2.114733916869227e-07,0.06738771
0.455,0.505,1.7015890989569016e-05,0.0006771045154891907,0.43787268
0.335,0.425,1.0,1.028448259887682e-08,0.27278584
0.375,0.425,1.0,1.028448259887682e-08,0.18957204
0.235,0.275,2.114733916869227e-07,0.03702094405889511,0.7733426
0.635,0.725,5.873699393532661e-08,0.10761945694684982,0.7808473
0.475,0.535,3.0182278010215674e-07,0.013793697580695152,0.13141473
0.505,0.5650000000000001,0.0006771045154891907,1.7952714870261845e-06,0.6216036
0.505,0.585,0.0006771045154891907,1.4568381629942449e-06,0.61237454
0.215,0.275,1.822743733725929e-08,0.03702094405889511,0.6277461
0.235,0.305,2.114733916869227e-07,0.0018674189923331141,0.5601485
0.635,0.675,5.873699393532661e-08,0.006501378491520882,0.67858887
0.065,0.125,0.0014261070173233747,2.2234283392208448e-07,0.51355964
0.855,0.915,8.0078530118044e-07,0.00014827858831267804,0.2924317
0.215,0.305,1.822743733725929e-08,0.0018674189923331141,0.50904626
0.5650000000000001,0.615,1.7952714870261845e-06,1.805493411666248e-05,0.07332844
0.425,0.505,1.028448259887682e-08,0.0006771045154891907,0.61703765
0.065,0.155,0.0014261070173233747,1.4393158886960578e-10,0.68490744
0.5650000000000001,0.635,1.7952714870261845e-06,5.873699393532661e-08,0.069906585
0.585,0.635,1.4568381629942449e-06,5.873699393532661e-08,0.06307779
0.125,0.215,2.2234283392208448e-07,1.822743733725929e-08,0.25718513
0.425,0.475,1.028448259887682e-08,3.0182278010215674e-07,0.49007592
0.005,0.065,8.940285035723139e-14,0.0014261070173233747,0.078596525
0.155,0.235,1.4393158886960578e-10,2.114733916869227e-07,0.09548519
0.155,0.215,1.4393158886960578e-10,1.822743733725929e-08,0.123164445
0.335,0.395,1.0,4.6564293812011495e-24,0.46881425
0.325,0.395,1.0,4.6564293812011495e-24,0.45737347
0.395,0.455,4.6564293812011495e-24,1.7015890989569016e-05,0.6301297
0.935,0.995,0.04543120786547662,6.266111777973521e-29,0.23282799
0.395,0.475,4.6564293812011495e-24,3.0182278010215674e-07,0.724284
0.915,0.995,0.00014827858831267804,6.266111777973521e-29,0.34407157
