xmin,xmax,xmin_score,xmax_score,iou_score
0.395,0.465,1.0,1.0,0.6542238
0.395,0.455,1.0,1.0,0.79752123
0.465,0.555,1.0,0.9999996423721312,0.76136464
0.5650000000000001,0.655,1.0,0.9998528957366944,0.062956996
0.655,0.6950000000000001,0.9998528957366944,0.9878345727920532,0.7859559
0.415,0.465,1.620310001726466e-07,1.0,0.37427822
0.305,0.395,2.3138762017538287e-08,1.0,0.04913049
0.905,0.995,1.1496624763296381e-09,1.0,0.04465023
0.555,0.605,0.9999996423721312,4.015332510931557e-10,0.086551115
0.605,0.655,4.015332510931557e-10,0.9998528957366944,0.04768819
0.6950000000000001,0.765,0.9878345727920532,1.974008803640181e-11,0.041956067
0.455,0.505,1.0,6.528681675138648e-12,0.50692123
0.505,0.5650000000000001,6.528681675138648e-12,1.0,0.43247077
0.505,0.555,6.528681675138648e-12,0.9999996423721312,0.603528
0.485,0.5650000000000001,1.2713865333788266e-12,1.0,0.5454048
0.395,0.485,1.0,1.2713865333788266e-12,0.46605387
0.485,0.555,1.2713865333788266e-12,0.9999996423721312,0.6347688
0.5650000000000001,0.625,1.0,6.217801881008844e-13,0.077381596
0.555,0.625,0.9999996423721312,6.217801881008844e-13,0.07396714
0.625,0.6950000000000001,6.217801881008844e-13,0.9878345727920532,0.5271222
0.35500000000000004,0.415,1.9871442873409247e-06,1.620310001726466e-07,0.2115211
0.305,0.35500000000000004,2.3138762017538287e-08,1.9871442873409247e-06,0.04465023
0.115,0.165,1.9177862213837216e-06,5.201732378168344e-09,0.04465023
0.35500000000000004,0.435,1.9871442873409247e-06,2.3258306391937814e-09,0.4076525
0.215,0.305,8.291177522323778e-08,2.3138762017538287e-08,0.04465023
0.165,0.215,5.201732378168344e-09,8.291177522323778e-08,0.04465023
0.415,0.505,1.620310001726466e-07,6.528681675138648e-12,0.3976717
0.025,0.115,3.1021233216736716e-13,1.9177862213837216e-06,0.09282861
0.415,0.485,1.620310001726466e-07,1.2713865333788266e-12,0.334742
0.795,0.855,2.1248718340416417e-08,8.403629354891695e-12,0.04465151
0.435,0.505,2.3258306391937814e-09,6.528681675138648e-12,0.33635867
0.855,0.905,8.403629354891695e-12,1.1496624763296381e-09,0.04465023
0.055,0.115,4.730058982297877e-15,1.9177862213837216e-06,0.111427486
0.795,0.875,2.1248718340416417e-08,1.7101484074341644e-13,0.04465099
0.435,0.485,2.3258306391937814e-09,1.2713865333788266e-12,0.2697084
0.765,0.855,1.974008803640181e-11,8.403629354891695e-12,0.044651154
0.085,0.165,2.8122614049915515e-15,5.201732378168344e-09,0.043786783
0.275,0.35500000000000004,1.0901684711474846e-19,1.9871442873409247e-06,0.04465023
0.215,0.275,8.291177522323778e-08,1.0901684711474846e-19,0.04465023
0.025,0.085,3.1021233216736716e-13,2.8122614049915515e-15,0.12958418
0.905,0.955,1.1496624763296381e-09,2.370099671138935e-19,0.04465023
0.585,0.655,1.6157485749702202e-28,0.9998528957366944,0.047258087
0.215,0.255,8.291177522323778e-08,2.722482440649379e-24,0.04465023
0.255,0.305,2.722482440649379e-24,2.3138762017538287e-08,0.04465023
0.875,0.955,1.7101484074341644e-13,2.370099671138935e-19,0.04465023
0.165,0.255,5.201732378168344e-09,2.722482440649379e-24,0.04465023
0.505,0.585,6.528681675138648e-12,1.6157485749702202e-28,0.36660102
0.585,0.625,1.6157485749702202e-28,6.217801881008844e-13,0.043268222
0.005,0.055,1.8338391670738705e-36,4.730058982297877e-15,0.047428735
0.005,0.085,1.8338391670738705e-36,2.8122614049915515e-15,0.12030684
